,degree,fanout,fanin
FAM174B,0.0,0.0,1.0
GINS1,1.0,1.0,1.0
MYCN,0.0,0.0,1.0
CYP26A1,2.0,2.0,1.0
SLC34A2,2.0,2.0,1.0
ERAP1,1.0,1.0,1.0
KMT2A,3.0,3.0,1.0
OR4D6,1.0,1.0,1.0
TNP1,0.0,0.0,1.0
ERGIC2,0.0,0.0,1.0
OR4C12,1.0,1.0,1.0
SGK1,1.0,1.0,1.0
SIGIRR,1.0,1.0,1.0
NIPBL,1.0,1.0,1.0
CCNYL1,0.0,0.0,1.0
ZMIZ1,0.0,0.0,1.0
RNF135,6.0,6.0,1.0
MRPS18C,3.0,3.0,1.0
BRPF3,3.0,3.0,1.0
OR5AC2,1.0,1.0,1.0
PDCD2L,0.0,0.0,1.0
ADAM30,1.0,1.0,1.0
ZNF707,0.0,0.0,1.0
GABPA,1.0,1.0,1.0
THAP5,0.0,0.0,1.0
ZNF620,0.0,0.0,1.0
RBBP9,0.0,0.0,1.0
INTS9,1.0,1.0,1.0
ZSCAN12,0.0,0.0,1.0
SLC12A2,1.0,1.0,1.0
DENND3,1.0,1.0,1.0
FOXP1,0.0,0.0,1.0
CAMK1,0.0,0.0,1.0
HOXD1,1.0,1.0,1.0
MEIS2,0.0,0.0,1.0
KRTAP19-6,0.0,0.0,1.0
PIWIL3,0.0,0.0,1.0
ZNF775,0.0,0.0,1.0
HEXIM1,0.0,0.0,1.0
PRKAR1A,5.0,5.0,1.0
ZMYND12,0.0,0.0,1.0
CLIC6,0.0,0.0,1.0
CDK10,0.0,0.0,1.0
TARBP1,0.0,0.0,1.0
FBXO28,0.0,0.0,1.0
CUL3,4.0,4.0,1.0
TBC1D23,0.0,0.0,1.0
SVOPL,0.0,0.0,1.0
ORC5,7.0,7.0,1.0
RNMT,3.0,3.0,1.0
CLSTN3,0.0,0.0,1.0
MTHFD2,1.0,1.0,1.0
OBP2A,0.0,0.0,1.0
MANEA,1.0,1.0,1.0
MED13L,1.0,1.0,1.0
ATXN3,1.0,1.0,1.0
PIP4K2A,4.0,4.0,1.0
GSDMC,0.0,0.0,1.0
CACNA2D2,4.0,4.0,1.0
RNF141,0.0,0.0,1.0
WDR5B,0.0,0.0,1.0
LRRC36,0.0,0.0,1.0
STOML1,0.0,0.0,1.0
MAT2A,1.0,1.0,1.0
CPN1,1.0,1.0,1.0
PHF19,1.0,1.0,1.0
CAMSAP1,0.0,0.0,1.0
BRF2,2.0,2.0,1.0
MAP3K1,3.0,3.0,1.0
CALML3,0.0,0.0,1.0
IFIT2,0.0,0.0,1.0
HEATR5B,0.0,0.0,1.0
ARID4A,1.0,1.0,1.0
MAP1S,0.0,0.0,1.0
SH3BGRL2,0.0,0.0,1.0
ELAC1,0.0,0.0,1.0
RNF213,1.0,1.0,1.0
RPS6KA1,8.0,8.0,1.0
TMTC3,0.0,0.0,1.0
PLBD2,0.0,0.0,1.0
TAF1L,6.0,6.0,1.0
FUT1,0.0,0.0,1.0
MANEAL,0.0,0.0,1.0
BMP5,0.0,0.0,1.0
ARMC7,0.0,0.0,1.0
RNF169,0.0,0.0,1.0
BBIP1,1.0,1.0,1.0
ZNF114,0.0,0.0,1.0
ZFP28,0.0,0.0,1.0
STRADB,1.0,1.0,1.0
RICTOR,4.0,4.0,1.0
TCF7,5.0,5.0,1.0
STIL,0.0,0.0,1.0
GOSR1,2.0,2.0,1.0
MAPK10,5.0,5.0,1.0
KBTBD8,2.0,2.0,1.0
BRIP1,5.0,5.0,1.0
RER1,0.0,0.0,1.0
ANKS6,0.0,0.0,1.0
UNK,0.0,0.0,1.0
CEP170,0.0,0.0,1.0
NMNAT1,0.0,0.0,1.0
STRA8,0.0,0.0,1.0
BEND5,0.0,0.0,1.0
RNPEPL1,0.0,0.0,1.0
AQP10,1.0,1.0,1.0
PPM1L,1.0,1.0,1.0
PDPR,1.0,1.0,1.0
LIPC,1.0,1.0,1.0
FYCO1,0.0,0.0,1.0
CHEK2,5.0,5.0,1.0
ACTN3,2.0,2.0,1.0
HOXC13,0.0,0.0,1.0
CASP7,3.0,3.0,1.0
ERAL1,3.0,3.0,1.0
ENTPD1,1.0,1.0,1.0
HIST1H4L,0.0,0.0,1.0
TDRD7,0.0,0.0,1.0
NDRG1,1.0,1.0,1.0
PTCD2,0.0,0.0,1.0
INPP5F,1.0,1.0,1.0
PITPNM3,1.0,1.0,1.0
PMS2,5.0,5.0,1.0
OR51A2,1.0,1.0,1.0
PPP2R5A,19.0,19.0,1.0
PAQR5,0.0,0.0,1.0
TM4SF18,0.0,0.0,1.0
EFCAB2,0.0,0.0,1.0
NBEAL2,1.0,1.0,1.0
PLP2,0.0,0.0,1.0
WDR5,6.0,6.0,1.0
ADH1C,2.0,2.0,1.0
ELMOD2,0.0,0.0,1.0
FNIP1,0.0,0.0,1.0
GRB7,4.0,4.0,1.0
ZNF124,0.0,0.0,1.0
FAR2,1.0,1.0,1.0
RASAL2,2.0,2.0,1.0
WDR43,2.0,2.0,1.0
LYPD5,0.0,0.0,1.0
APOBEC4,1.0,1.0,1.0
UTP15,2.0,2.0,1.0
NCLN,0.0,0.0,1.0
OR10X1,1.0,1.0,1.0
TRAPPC4,3.0,3.0,1.0
CUL4A,8.0,8.0,1.0
DEFB112,1.0,1.0,1.0
OTUD4,0.0,0.0,1.0
RAB11FIP3,1.0,1.0,1.0
IFFO2,0.0,0.0,1.0
COX17,1.0,1.0,1.0
NPR2,1.0,1.0,1.0
GRN,1.0,1.0,1.0
OR7G3,1.0,1.0,1.0
RXRB,1.0,1.0,1.0
TAF5,7.0,7.0,1.0
ZNF213,0.0,0.0,1.0
NQO1,1.0,1.0,1.0
TMEM81,0.0,0.0,1.0
MLYCD,1.0,1.0,1.0
SLC7A1,1.0,1.0,1.0
LIPT2,0.0,0.0,1.0
RRAGD,5.0,5.0,1.0
ATRIP,6.0,6.0,1.0
HESX1,0.0,0.0,1.0
LCA5,0.0,0.0,1.0
SLC35C2,0.0,0.0,1.0
TTC32,0.0,0.0,1.0
ZNF341,0.0,0.0,1.0
NAAA,0.0,0.0,1.0
GRIN1,5.0,5.0,1.0
PRR19,0.0,0.0,1.0
CAD,1.0,1.0,1.0
GPR52,0.0,0.0,1.0
CYP3A7,1.0,1.0,1.0
SHD,0.0,0.0,1.0
NLGN1,1.0,1.0,1.0
MAGOH,6.0,6.0,1.0
INSR,4.0,4.0,1.0
CSAD,0.0,0.0,1.0
ACD,2.0,2.0,1.0
YOD1,1.0,1.0,1.0
CCDC14,0.0,0.0,1.0
TMPRSS11B,0.0,0.0,1.0
TBCC,1.0,1.0,1.0
RASL12,0.0,0.0,1.0
PGBD5,0.0,0.0,1.0
INTS4,1.0,1.0,1.0
SCARA3,0.0,0.0,1.0
TP63,4.0,4.0,1.0
ZCCHC6,1.0,1.0,1.0
MRPL13,3.0,3.0,1.0
NRXN3,1.0,1.0,1.0
SNF8,1.0,1.0,1.0
ERF,1.0,1.0,1.0
ST18,0.0,0.0,1.0
USP29,0.0,0.0,1.0
MOGAT3,1.0,1.0,1.0
FBXO33,0.0,0.0,1.0
ULK3,0.0,0.0,1.0
TIGD6,0.0,0.0,1.0
ZNF660,0.0,0.0,1.0
GTF2A2,7.0,7.0,1.0
KDM4B,3.0,3.0,1.0
CNIH2,2.0,2.0,1.0
SKP1,26.0,26.0,1.0
KCTD16,0.0,0.0,1.0
CCT2,6.0,6.0,1.0
SPACA1,0.0,0.0,1.0
NDUFS2,1.0,1.0,1.0
FGD5,0.0,0.0,1.0
SLC7A8,2.0,2.0,1.0
GAS7,0.0,0.0,1.0
VEGFC,2.0,2.0,1.0
MUC16,5.0,5.0,1.0
RUNX1T1,0.0,0.0,1.0
NFKBIA,12.0,12.0,1.0
OGT,2.0,2.0,1.0
FAM84B,0.0,0.0,1.0
NMNAT3,0.0,0.0,1.0
IQCF2,0.0,0.0,1.0
GIMAP5,0.0,0.0,1.0
FZD2,4.0,4.0,1.0
SEC23A,4.0,4.0,1.0
SUCNR1,0.0,0.0,1.0
SLC39A6,1.0,1.0,1.0
FAM169A,0.0,0.0,1.0
SERP1,1.0,1.0,1.0
MYCBP2,0.0,0.0,1.0
ATP13A3,0.0,0.0,1.0
CDK15,0.0,0.0,1.0
HM13,0.0,0.0,1.0
SYNGR3,0.0,0.0,1.0
RBM42,0.0,0.0,1.0
OR8A1,1.0,1.0,1.0
TRMT61B,1.0,1.0,1.0
TSPAN13,0.0,0.0,1.0
ZNF575,0.0,0.0,1.0
ANAPC13,1.0,1.0,1.0
FAM71D,0.0,0.0,1.0
OR6N1,1.0,1.0,1.0
NXF5,0.0,0.0,1.0
NAPB,5.0,5.0,1.0
ASPHD1,0.0,0.0,1.0
PSPC1,0.0,0.0,1.0
DNAJC8,1.0,1.0,1.0
RET,1.0,1.0,1.0
GCDH,1.0,1.0,1.0
ATP6AP1L,0.0,0.0,1.0
LSR,2.0,2.0,1.0
BTBD11,0.0,0.0,1.0
MEF2D,1.0,1.0,1.0
OLFM2,0.0,0.0,1.0
GYPB,0.0,0.0,1.0
MYRIP,1.0,1.0,1.0
ABCC10,0.0,0.0,1.0
POLR3F,6.0,6.0,1.0
PSMD10,46.0,46.0,1.0
RAP2C,1.0,1.0,1.0
SPATA2,0.0,0.0,1.0
SSX7,0.0,0.0,1.0
RASL10A,0.0,0.0,1.0
VSIG8,0.0,0.0,1.0
PRPF8,2.0,2.0,1.0
SMAD9,1.0,1.0,1.0
IFRD2,0.0,0.0,1.0
PRSS16,0.0,0.0,1.0
VRK3,0.0,0.0,1.0
SERINC2,1.0,1.0,1.0
GPR45,0.0,0.0,1.0
NEU3,1.0,1.0,1.0
VWA1,2.0,2.0,1.0
HIST1H4G,0.0,0.0,1.0
ASAH1,2.0,2.0,1.0
BCL7B,0.0,0.0,1.0
ARF4,3.0,3.0,1.0
CCND3,3.0,3.0,1.0
HOXA9,0.0,0.0,1.0
AGXT2,1.0,1.0,1.0
RABGGTA,2.0,2.0,1.0
NT5E,1.0,1.0,1.0
ZNF428,0.0,0.0,1.0
ERLIN1,1.0,1.0,1.0
AP4M1,1.0,1.0,1.0
ARRDC1,0.0,0.0,1.0
MAGEB6,0.0,0.0,1.0
RB1,4.0,4.0,1.0
SLC45A3,1.0,1.0,1.0
CEACAM1,1.0,1.0,1.0
HIRIP3,0.0,0.0,1.0
TXK,1.0,1.0,1.0
ALG8,0.0,0.0,1.0
OR6C75,1.0,1.0,1.0
CERK,1.0,1.0,1.0
POU5F2,0.0,0.0,1.0
TBC1D14,1.0,1.0,1.0
PMPCA,2.0,2.0,1.0
FAM184A,0.0,0.0,1.0
ATG2B,0.0,0.0,1.0
LRRC17,0.0,0.0,1.0
SORBS1,1.0,1.0,1.0
INTS7,1.0,1.0,1.0
AMY2B,1.0,1.0,1.0
TELO2,0.0,0.0,1.0
ABCB10,1.0,1.0,1.0
GTPBP10,0.0,0.0,1.0
USP25,1.0,1.0,1.0
SRSF3,4.0,4.0,1.0
GRIPAP1,0.0,0.0,1.0
AHDC1,0.0,0.0,1.0
HSPB11,1.0,1.0,1.0
TUB,0.0,0.0,1.0
CHML,2.0,2.0,1.0
DNAH2,0.0,0.0,1.0
TOP2B,1.0,1.0,1.0
ZNF497,0.0,0.0,1.0
CCDC7,0.0,0.0,1.0
ACOX1,4.0,4.0,1.0
CCNY,0.0,0.0,1.0
ATG5,4.0,4.0,1.0
ZNF774,0.0,0.0,1.0
HTR3B,0.0,0.0,1.0
THEM4,1.0,1.0,1.0
PLEKHG5,3.0,3.0,1.0
TMED5,0.0,0.0,1.0
MICALL2,0.0,0.0,1.0
MKNK2,0.0,0.0,1.0
NUDT22,0.0,0.0,1.0
ZNF679,0.0,0.0,1.0
RAD51D,2.0,2.0,1.0
DUSP7,5.0,5.0,1.0
AP1M1,5.0,5.0,1.0
H1F0,2.0,2.0,1.0
PRKDC,2.0,2.0,1.0
TMEM63B,0.0,0.0,1.0
CDC14C,0.0,0.0,1.0
LCE3D,1.0,1.0,1.0
MUC4,5.0,5.0,1.0
PLEKHG2,3.0,3.0,1.0
OC90,0.0,0.0,1.0
KLC3,4.0,4.0,1.0
SPHK2,1.0,1.0,1.0
HCN3,1.0,1.0,1.0
BICD2,1.0,1.0,1.0
NUP93,18.0,18.0,1.0
FMR1,0.0,0.0,1.0
DLG3,4.0,4.0,1.0
AK4,1.0,1.0,1.0
TBP,19.0,19.0,1.0
PRPF40B,0.0,0.0,1.0
HSPB7,0.0,0.0,1.0
OR6T1,1.0,1.0,1.0
SRP9,1.0,1.0,1.0
OR7E24,1.0,1.0,1.0
SLC2A4RG,0.0,0.0,1.0
MED9,1.0,1.0,1.0
OR4K1,1.0,1.0,1.0
BIN3,0.0,0.0,1.0
ARL4C,0.0,0.0,1.0
PRPF4B,0.0,0.0,1.0
APBB2,0.0,0.0,1.0
CLCA1,0.0,0.0,1.0
DBX1,0.0,0.0,1.0
GTF2E1,6.0,6.0,1.0
DHX33,0.0,0.0,1.0
MTIF2,1.0,1.0,1.0
RASAL1,2.0,2.0,1.0
CCNB1IP1,0.0,0.0,1.0
WNT4,2.0,2.0,1.0
YWHAH,4.0,4.0,1.0
DEPTOR,0.0,0.0,1.0
TRIM56,0.0,0.0,1.0
PI4K2A,3.0,3.0,1.0
KLF13,0.0,0.0,1.0
SLC45A1,0.0,0.0,1.0
FEM1A,1.0,1.0,1.0
DPH5,1.0,1.0,1.0
CDK20,0.0,0.0,1.0
TMEM87A,0.0,0.0,1.0
CEBPA,1.0,1.0,1.0
CPEB1,0.0,0.0,1.0
LY6G6C,0.0,0.0,1.0
PANX1,2.0,2.0,1.0
ATL1,0.0,0.0,1.0
CAV2,0.0,0.0,1.0
FAM13A,1.0,1.0,1.0
IQCC,0.0,0.0,1.0
NOP56,3.0,3.0,1.0
DNASE1L1,1.0,1.0,1.0
FGF11,0.0,0.0,1.0
VPS37B,2.0,2.0,1.0
CELSR2,0.0,0.0,1.0
AEBP2,2.0,2.0,1.0
BBS4,1.0,1.0,1.0
CUL1,25.0,25.0,1.0
PIGN,1.0,1.0,1.0
NOL4,0.0,0.0,1.0
NFYA,1.0,1.0,1.0
ZNF83,0.0,0.0,1.0
SERPINA6,0.0,0.0,1.0
CCNI,0.0,0.0,1.0
H2AFY,0.0,0.0,1.0
DCUN1D3,1.0,1.0,1.0
HNMT,2.0,2.0,1.0
TAS2R39,1.0,1.0,1.0
DHX34,0.0,0.0,1.0
LBR,0.0,0.0,1.0
SGCE,0.0,0.0,1.0
KCNK18,2.0,2.0,1.0
OR6S1,1.0,1.0,1.0
NCAPG2,1.0,1.0,1.0
SMC3,7.0,7.0,1.0
PIAS4,12.0,12.0,1.0
LIN54,2.0,2.0,1.0
ZNF516,0.0,0.0,1.0
THSD4,2.0,2.0,1.0
NT5C1B,0.0,0.0,1.0
PPP1R2,0.0,0.0,1.0
L2HGDH,1.0,1.0,1.0
SMARCA5,4.0,4.0,1.0
NSL1,4.0,4.0,1.0
IGF2R,4.0,4.0,1.0
QRFP,1.0,1.0,1.0
TRIM13,1.0,1.0,1.0
PIK3C2A,5.0,5.0,1.0
TM9SF4,0.0,0.0,1.0
TMEM125,0.0,0.0,1.0
USP37,1.0,1.0,1.0
PLEKHG6,0.0,0.0,1.0
WNT8B,2.0,2.0,1.0
PRDM4,1.0,1.0,1.0
SRP72,1.0,1.0,1.0
SPRY2,5.0,5.0,1.0
FMO4,0.0,0.0,1.0
MAGEL2,0.0,0.0,1.0
ZNF57,0.0,0.0,1.0
TAAR9,1.0,1.0,1.0
RANBP17,0.0,0.0,1.0
FAM133A,0.0,0.0,1.0
MPZL3,0.0,0.0,1.0
ATP6V0A1,4.0,4.0,1.0
NAV1,0.0,0.0,1.0
OR6C65,1.0,1.0,1.0
PARS2,1.0,1.0,1.0
ANP32E,0.0,0.0,1.0
USP15,3.0,3.0,1.0
RANBP10,1.0,1.0,1.0
FIGNL1,0.0,0.0,1.0
ZFAND2A,0.0,0.0,1.0
PURA,0.0,0.0,1.0
WDR25,0.0,0.0,1.0
UST,1.0,1.0,1.0
ADSL,1.0,1.0,1.0
ATL2,0.0,0.0,1.0
SIPA1L2,0.0,0.0,1.0
GAS2L2,0.0,0.0,1.0
FAM172A,0.0,0.0,1.0
IGF2BP1,2.0,2.0,1.0
PRKD1,1.0,1.0,1.0
ZNF232,0.0,0.0,1.0
FOXB1,0.0,0.0,1.0
MTMR8,1.0,1.0,1.0
ING2,2.0,2.0,1.0
TEX19,0.0,0.0,1.0
PLS3,0.0,0.0,1.0
LGR4,1.0,1.0,1.0
PARP12,0.0,0.0,1.0
TUBGCP5,2.0,2.0,1.0
SPANXN2,0.0,0.0,1.0
HIPK2,3.0,3.0,1.0
ZNF830,3.0,3.0,1.0
DUSP16,1.0,1.0,1.0
MAF1,1.0,1.0,1.0
TCOF1,0.0,0.0,1.0
FAM171A1,0.0,0.0,1.0
RPH3AL,0.0,0.0,1.0
STK33,0.0,0.0,1.0
FEV,0.0,0.0,1.0
LRRC58,0.0,0.0,1.0
AKT1S1,2.0,2.0,1.0
CCDC63,0.0,0.0,1.0
PRKCQ,4.0,4.0,1.0
LRRC23,0.0,0.0,1.0
GDE1,1.0,1.0,1.0
ALDH16A1,0.0,0.0,1.0
REXO4,0.0,0.0,1.0
GCA,1.0,1.0,1.0
ASPHD2,0.0,0.0,1.0
RBM44,0.0,0.0,1.0
RFC3,18.0,18.0,1.0
INPP5B,3.0,3.0,1.0
MYL12B,6.0,6.0,1.0
SMNDC1,1.0,1.0,1.0
RGPD1,0.0,0.0,1.0
KRT85,0.0,0.0,1.0
TNC,5.0,5.0,1.0
IL20RA,1.0,1.0,1.0
CD101,0.0,0.0,1.0
PBOV1,0.0,0.0,1.0
BNIP2,1.0,1.0,1.0
CLOCK,2.0,2.0,1.0
SLC25A39,0.0,0.0,1.0
KIAA1324,0.0,0.0,1.0
UBE2V2,6.0,6.0,1.0
OR8J1,1.0,1.0,1.0
CDC26,9.0,9.0,1.0
ARAP1,2.0,2.0,1.0
NRXN1,1.0,1.0,1.0
SLC1A4,1.0,1.0,1.0
TTC39A,0.0,0.0,1.0
CSH2,0.0,0.0,1.0
ZNF507,0.0,0.0,1.0
TNNI2,1.0,1.0,1.0
SLC25A27,2.0,2.0,1.0
YARS2,1.0,1.0,1.0
SNAI3,0.0,0.0,1.0
RASSF5,0.0,0.0,1.0
ENTPD8,1.0,1.0,1.0
POLD3,13.0,13.0,1.0
ALPK3,0.0,0.0,1.0
MARCKSL1,0.0,0.0,1.0
CLIP1,5.0,5.0,1.0
TULP4,1.0,1.0,1.0
AGR2,0.0,0.0,1.0
NR2F2,0.0,0.0,1.0
ARL4A,0.0,0.0,1.0
ACVR2B,2.0,2.0,1.0
CDC23,9.0,9.0,1.0
ZSWIM2,0.0,0.0,1.0
ZNF521,1.0,1.0,1.0
DR1,1.0,1.0,1.0
SPNS2,0.0,0.0,1.0
DEFA6,1.0,1.0,1.0
HOXD13,0.0,0.0,1.0
GPR153,0.0,0.0,1.0
KRTDAP,0.0,0.0,1.0
CHPF2,1.0,1.0,1.0
RARA,3.0,3.0,1.0
TECPR2,0.0,0.0,1.0
TMEM59L,0.0,0.0,1.0
GIMAP1,0.0,0.0,1.0
TAPBPL,0.0,0.0,1.0
RAPGEF1,4.0,4.0,1.0
N4BP2,0.0,0.0,1.0
TMEM18,0.0,0.0,1.0
NIPAL2,1.0,1.0,1.0
SNX5,1.0,1.0,1.0
OR51V1,1.0,1.0,1.0
DIS3L,0.0,0.0,1.0
LMF2,1.0,1.0,1.0
MECOM,2.0,2.0,1.0
SIRPA,2.0,2.0,1.0
UGT2B15,0.0,0.0,1.0
NFYB,1.0,1.0,1.0
SCARB1,2.0,2.0,1.0
OSGEPL1,0.0,0.0,1.0
DYNC2H1,1.0,1.0,1.0
TSTA3,0.0,0.0,1.0
TTLL4,1.0,1.0,1.0
CHKB,2.0,2.0,1.0
ERCC6,5.0,5.0,1.0
ZNF184,0.0,0.0,1.0
HIGD1A,1.0,1.0,1.0
NCOA1,5.0,5.0,1.0
RHBDF1,0.0,0.0,1.0
CGREF1,0.0,0.0,1.0
TMEM225,0.0,0.0,1.0
GPR27,0.0,0.0,1.0
LDHA,0.0,0.0,1.0
ANXA1,3.0,3.0,1.0
CYP4F3,4.0,4.0,1.0
LUC7L3,0.0,0.0,1.0
FAM208B,0.0,0.0,1.0
HIST1H2BJ,28.0,28.0,1.0
ABCD2,1.0,1.0,1.0
RAB25,1.0,1.0,1.0
NEDD8,3.0,3.0,1.0
ZNF25,0.0,0.0,1.0
HIP1R,1.0,1.0,1.0
ARID3B,0.0,0.0,1.0
THAP8,0.0,0.0,1.0
IBTK,0.0,0.0,1.0
GFOD1,0.0,0.0,1.0
QSOX1,4.0,4.0,1.0
LCE3E,1.0,1.0,1.0
NCOR2,7.0,7.0,1.0
RGS21,0.0,0.0,1.0
CALN1,0.0,0.0,1.0
MAGEB2,0.0,0.0,1.0
PARP16,1.0,1.0,1.0
ADRM1,2.0,2.0,1.0
PILRA,1.0,1.0,1.0
KIAA0319L,0.0,0.0,1.0
MKRN1,3.0,3.0,1.0
TOM1,1.0,1.0,1.0
PYGO1,1.0,1.0,1.0
AHI1,1.0,1.0,1.0
ATP2A1,3.0,3.0,1.0
SMTNL1,0.0,0.0,1.0
MDGA1,0.0,0.0,1.0
AFF1,0.0,0.0,1.0
FOXE3,0.0,0.0,1.0
TYRO3,0.0,0.0,1.0
KCNH2,2.0,2.0,1.0
GGT7,2.0,2.0,1.0
SENP3,1.0,1.0,1.0
FFAR2,1.0,1.0,1.0
OR5M8,1.0,1.0,1.0
THNSL1,0.0,0.0,1.0
ESYT2,1.0,1.0,1.0
SLC4A5,1.0,1.0,1.0
ACY3,1.0,1.0,1.0
VKORC1L1,1.0,1.0,1.0
BEST3,0.0,0.0,1.0
RUFY1,1.0,1.0,1.0
IGSF9B,0.0,0.0,1.0
PTX4,0.0,0.0,1.0
DENND4B,1.0,1.0,1.0
TBC1D15,0.0,0.0,1.0
MAFG,0.0,0.0,1.0
PPIL3,1.0,1.0,1.0
FHOD1,0.0,0.0,1.0
TRAF5,0.0,0.0,1.0
SPINK1,0.0,0.0,1.0
TYR,1.0,1.0,1.0
ATP8B1,1.0,1.0,1.0
FAM206A,0.0,0.0,1.0
STIM2,0.0,0.0,1.0
CLK4,0.0,0.0,1.0
MFHAS1,0.0,0.0,1.0
MDH1,1.0,1.0,1.0
MYO5A,3.0,3.0,1.0
CEP68,0.0,0.0,1.0
CLTCL1,3.0,3.0,1.0
CYP17A1,3.0,3.0,1.0
SLC6A6,2.0,2.0,1.0
OR6K6,1.0,1.0,1.0
USP53,0.0,0.0,1.0
ZFHX3,1.0,1.0,1.0
SIX1,0.0,0.0,1.0
SNRPD3,6.0,6.0,1.0
OCRL,6.0,6.0,1.0
RBM46,0.0,0.0,1.0
TATDN2,1.0,1.0,1.0
TCHHL1,0.0,0.0,1.0
CERCAM,0.0,0.0,1.0
PPP5C,2.0,2.0,1.0
SEC22C,1.0,1.0,1.0
COX6C,1.0,1.0,1.0
OR5AR1,1.0,1.0,1.0
CDH10,0.0,0.0,1.0
GUCA1A,0.0,0.0,1.0
PRMT7,1.0,1.0,1.0
TNPO2,0.0,0.0,1.0
SGK3,0.0,0.0,1.0
CSTB,1.0,1.0,1.0
DAB2,2.0,2.0,1.0
FGB,12.0,12.0,1.0
WDR31,0.0,0.0,1.0
FGGY,0.0,0.0,1.0
MTMR12,1.0,1.0,1.0
LHFPL2,1.0,1.0,1.0
LHX4,1.0,1.0,1.0
ALG10B,0.0,0.0,1.0
POU2F2,1.0,1.0,1.0
IFNA7,2.0,2.0,1.0
VTA1,2.0,2.0,1.0
RIIAD1,0.0,0.0,1.0
VPS72,1.0,1.0,1.0
SERF1A,0.0,0.0,1.0
DSN1,5.0,5.0,1.0
NUBP2,1.0,1.0,1.0
PRR5L,0.0,0.0,1.0
PRPF31,1.0,1.0,1.0
LEP,2.0,2.0,1.0
MDP1,0.0,0.0,1.0
DPF3,0.0,0.0,1.0
PDE1B,3.0,3.0,1.0
PPME1,1.0,1.0,1.0
TKT,1.0,1.0,1.0
ARV1,0.0,0.0,1.0
KDELC2,0.0,0.0,1.0
KCTD1,1.0,1.0,1.0
TSTD2,0.0,0.0,1.0
ZW10,5.0,5.0,1.0
EBLN2,0.0,0.0,1.0
APBB3,0.0,0.0,1.0
CCDC62,0.0,0.0,1.0
ABCB4,1.0,1.0,1.0
MYD88,7.0,7.0,1.0
RAD51C,1.0,1.0,1.0
SLC25A12,2.0,2.0,1.0
METAP1,0.0,0.0,1.0
RAPGEF6,0.0,0.0,1.0
SMARCC1,2.0,2.0,1.0
ZBTB6,0.0,0.0,1.0
GOLGB1,2.0,2.0,1.0
RING1,9.0,9.0,1.0
UBE2O,1.0,1.0,1.0
PSG3,0.0,0.0,1.0
MACF1,0.0,0.0,1.0
ARAP3,1.0,1.0,1.0
ARHGEF15,3.0,3.0,1.0
ZNF263,0.0,0.0,1.0
ZNF823,0.0,0.0,1.0
GLE1,0.0,0.0,1.0
ASB11,2.0,2.0,1.0
SAAL1,0.0,0.0,1.0
SGCZ,0.0,0.0,1.0
RAB11A,5.0,5.0,1.0
CMTM8,0.0,0.0,1.0
EXOSC5,5.0,5.0,1.0
HP1BP3,0.0,0.0,1.0
HUS1,5.0,5.0,1.0
DUSP12,0.0,0.0,1.0
CAMK2D,3.0,3.0,1.0
CGA,4.0,4.0,1.0
SPTLC2,1.0,1.0,1.0
MOBP,0.0,0.0,1.0
NCOA3,4.0,4.0,1.0
SPATS2L,0.0,0.0,1.0
MB,1.0,1.0,1.0
NR3C2,3.0,3.0,1.0
TMEFF1,0.0,0.0,1.0
SMC5,1.0,1.0,1.0
PHF21B,0.0,0.0,1.0
MFN1,1.0,1.0,1.0
LRP8,2.0,2.0,1.0
DDX1,1.0,1.0,1.0
CALML5,1.0,1.0,1.0
ADCY7,6.0,6.0,1.0
SEC13,7.0,7.0,1.0
TMEM147,0.0,0.0,1.0
ACOX3,1.0,1.0,1.0
GALNT10,0.0,0.0,1.0
IGF2BP3,1.0,1.0,1.0
KIAA1107,0.0,0.0,1.0
CACNB2,5.0,5.0,1.0
RHBDD1,0.0,0.0,1.0
BAIAP3,0.0,0.0,1.0
NAT10,1.0,1.0,1.0
KBTBD7,3.0,3.0,1.0
OR5M10,1.0,1.0,1.0
AANAT,1.0,1.0,1.0
WLS,1.0,1.0,1.0
FBXL18,3.0,3.0,1.0
ZFP64,0.0,0.0,1.0
STX19,0.0,0.0,1.0
RIC8B,0.0,0.0,1.0
PRELID2,0.0,0.0,1.0
GNS,3.0,3.0,1.0
IGSF8,0.0,0.0,1.0
PBRM1,2.0,2.0,1.0
RBM12,0.0,0.0,1.0
CDR2,0.0,0.0,1.0
ERVFRD-1,0.0,0.0,1.0
CCDC106,0.0,0.0,1.0
TFIP11,1.0,1.0,1.0
KDM4D,1.0,1.0,1.0
CCDC96,0.0,0.0,1.0
ZNF502,0.0,0.0,1.0
TXNL4B,0.0,0.0,1.0
CDKAL1,0.0,0.0,1.0
RRBP1,0.0,0.0,1.0
GCH1,1.0,1.0,1.0
PPTC7,0.0,0.0,1.0
FBXL19,2.0,2.0,1.0
CRYGB,0.0,0.0,1.0
SRP14,2.0,2.0,1.0
EMG1,2.0,2.0,1.0
AKR7L,1.0,1.0,1.0
NUP214,19.0,19.0,1.0
NOA1,0.0,0.0,1.0
SEC14L1,0.0,0.0,1.0
UQCRC1,0.0,0.0,1.0
PKNOX1,1.0,1.0,1.0
TSPO,1.0,1.0,1.0
EBF1,1.0,1.0,1.0
FIG4,3.0,3.0,1.0
FCRL2,0.0,0.0,1.0
DYRK1A,0.0,0.0,1.0
GPR156,0.0,0.0,1.0
