,fanin,fanout,degree
R-HSA-5686938,4.0,1.0,5.0
R-HSA-918233,11.0,1.0,12.0
R-HSA-933541,12.0,1.0,13.0
R-HSA-933542,13.0,1.0,14.0
R-HSA-933543,9.0,1.0,10.0
R-HSA-936440,27.0,1.0,28.0
R-HSA-211728,2.0,1.0,3.0
R-HSA-211733,30.0,1.0,31.0
R-HSA-2173791,10.0,1.0,11.0
R-HSA-179812,4.0,1.0,5.0
R-HSA-180292,7.0,1.0,8.0
R-HSA-180336,5.0,1.0,6.0
R-HSA-182971,16.0,1.0,17.0
R-HSA-212718,2.0,1.0,3.0
R-HSA-3134963,6.0,1.0,7.0
R-HSA-3134973,4.0,1.0,5.0
R-HSA-210744,1.0,1.0,2.0
R-HSA-210746,0.0,1.0,1.0
R-HSA-210747,0.0,1.0,1.0
R-HSA-186763,23.0,1.0,24.0
R-HSA-189451,6.0,1.0,7.0
R-HSA-189483,2.0,1.0,3.0
R-HSA-1912399,5.0,1.0,6.0
R-HSA-1912408,33.0,1.0,34.0
R-HSA-1912420,6.0,1.0,7.0
R-HSA-193670,4.0,1.0,5.0
R-HSA-193681,1.0,1.0,2.0
R-HSA-193692,9.0,1.0,10.0
R-HSA-205017,1.0,1.0,2.0
R-HSA-194306,0.0,1.0,1.0
R-HSA-194840,66.0,1.0,67.0
R-HSA-191859,11.0,1.0,12.0
R-HSA-196299,10.0,1.0,11.0
R-HSA-4641265,7.0,1.0,8.0
R-HSA-5625900,8.0,1.0,9.0
R-HSA-5625970,9.0,1.0,10.0
R-HSA-5626467,10.0,1.0,11.0
R-HSA-5627083,1.0,1.0,2.0
R-HSA-5627117,10.0,1.0,11.0
R-HSA-5627123,12.0,1.0,13.0
R-HSA-5663213,28.0,1.0,29.0
R-HSA-5663220,65.0,1.0,66.0
R-HSA-5666185,5.0,1.0,6.0
R-HSA-5668599,4.0,1.0,5.0
R-HSA-3238698,6.0,1.0,7.0
R-HSA-196741,8.0,1.0,9.0
R-HSA-196757,9.0,1.0,10.0
R-HSA-196780,10.0,1.0,11.0
R-HSA-196819,3.0,1.0,4.0
R-HSA-196836,3.0,1.0,4.0
R-HSA-196843,3.0,1.0,4.0
R-HSA-947581,3.0,1.0,4.0
R-HSA-964975,1.0,1.0,2.0
R-HSA-2122947,30.0,1.0,31.0
R-HSA-2122948,19.0,1.0,20.0
R-HSA-2197563,7.0,1.0,8.0
R-HSA-2979096,15.0,1.0,16.0
R-HSA-204005,50.0,1.0,51.0
R-HSA-5694530,18.0,1.0,19.0
R-HSA-6807878,58.0,1.0,59.0
R-HSA-1445148,33.0,1.0,34.0
R-HSA-917729,22.0,1.0,23.0
R-HSA-201688,5.0,1.0,6.0
R-HSA-3769402,24.0,1.0,25.0
R-HSA-3772470,3.0,1.0,4.0
R-HSA-4641257,33.0,1.0,34.0
R-HSA-4641258,34.0,1.0,35.0
R-HSA-4641262,18.0,1.0,19.0
R-HSA-4641263,7.0,1.0,8.0
R-HSA-5368598,3.0,1.0,4.0
R-HSA-2214320,0.0,1.0,1.0
R-HSA-2243919,1.0,1.0,2.0
R-HSA-202424,55.0,1.0,56.0
R-HSA-202427,5.0,1.0,6.0
R-HSA-202430,2.0,1.0,3.0
R-HSA-202433,12.0,1.0,13.0
R-HSA-210990,9.0,1.0,10.0
R-HSA-210991,8.0,1.0,9.0
R-HSA-210993,11.0,1.0,12.0
R-HSA-2029481,6.0,1.0,7.0
R-HSA-2029482,41.0,1.0,42.0
R-HSA-2029485,13.0,1.0,14.0
R-HSA-203615,6.0,1.0,7.0
R-HSA-203641,3.0,1.0,4.0
R-HSA-203754,0.0,1.0,1.0
R-HSA-209905,0.0,1.0,1.0
R-HSA-209931,0.0,1.0,1.0
R-HSA-209822,0.0,1.0,1.0
R-HSA-211163,3.0,1.0,4.0
R-HSA-203927,15.0,1.0,16.0
R-HSA-426486,5.0,1.0,6.0
R-HSA-426496,6.0,1.0,7.0
R-HSA-5578749,39.0,1.0,40.0
R-HSA-5601884,11.0,1.0,12.0
R-HSA-5423646,5.0,1.0,6.0
R-HSA-140180,1.0,1.0,2.0
R-HSA-217271,1.0,1.0,2.0
R-HSA-71384,4.0,1.0,5.0
R-HSA-8937144,5.0,1.0,6.0
R-HSA-212300,18.0,1.0,19.0
R-HSA-5221030,2.0,1.0,3.0
R-HSA-5334118,8.0,1.0,9.0
R-HSA-2032785,3.0,1.0,4.0
R-HSA-350054,11.0,1.0,12.0
R-HSA-383280,27.0,1.0,28.0
R-HSA-8953750,21.0,1.0,22.0
R-HSA-2161517,0.0,1.0,1.0
R-HSA-2161541,2.0,1.0,3.0
R-HSA-2424491,20.0,1.0,21.0
R-HSA-2168880,5.0,1.0,6.0
R-HSA-3000471,2.0,1.0,3.0
R-HSA-3000480,6.0,1.0,7.0
R-HSA-3000484,4.0,1.0,5.0
R-HSA-3000497,1.0,1.0,2.0
R-HSA-975634,12.0,1.0,13.0
R-HSA-2219530,30.0,1.0,31.0
R-HSA-5674400,20.0,1.0,21.0
R-HSA-5674404,0.0,1.0,1.0
R-HSA-3299685,11.0,1.0,12.0
R-HSA-3371497,13.0,1.0,14.0
R-HSA-2408499,0.0,1.0,1.0
R-HSA-2408508,5.0,1.0,6.0
R-HSA-2408517,7.0,1.0,8.0
R-HSA-2408550,3.0,1.0,4.0
R-HSA-2408552,0.0,1.0,1.0
R-HSA-2408557,34.0,1.0,35.0
R-HSA-5263617,1.0,1.0,2.0
R-HSA-2730905,10.0,1.0,11.0
R-HSA-2871796,20.0,1.0,21.0
R-HSA-2871809,17.0,1.0,18.0
R-HSA-2871837,52.0,1.0,53.0
R-HSA-6809583,0.0,1.0,1.0
R-HSA-2559580,46.0,1.0,47.0
R-HSA-2559582,34.0,1.0,35.0
R-HSA-2559585,22.0,1.0,23.0
R-HSA-3295583,3.0,1.0,4.0
R-HSA-3928662,25.0,1.0,26.0
R-HSA-3928663,9.0,1.0,10.0
R-HSA-3928664,11.0,1.0,12.0
R-HSA-3928665,27.0,1.0,28.0
R-HSA-2022377,2.0,1.0,3.0
R-HSA-264876,16.0,1.0,17.0
R-HSA-422085,5.0,1.0,6.0
R-HSA-3000170,8.0,1.0,9.0
R-HSA-3214815,25.0,1.0,26.0
R-HSA-3214841,31.0,1.0,32.0
R-HSA-3214842,18.0,1.0,19.0
R-HSA-3214847,60.0,1.0,61.0
R-HSA-3214858,26.0,1.0,27.0
R-HSA-5683329,0.0,2.0,2.0
R-HSA-3371453,44.0,1.0,45.0
R-HSA-3371511,10.0,1.0,11.0
R-HSA-350562,30.0,1.0,31.0
R-HSA-351143,0.0,1.0,1.0
R-HSA-351200,0.0,1.0,1.0
R-HSA-70635,1.0,1.0,2.0
R-HSA-71288,4.0,1.0,5.0
R-HSA-354194,6.0,1.0,7.0
R-HSA-372708,7.0,1.0,8.0
R-HSA-3560783,3.0,1.0,4.0
R-HSA-3560792,0.0,1.0,1.0
R-HSA-3560796,0.0,1.0,1.0
R-HSA-3560801,3.0,1.0,4.0
R-HSA-3595172,1.0,1.0,2.0
R-HSA-3595174,1.0,1.0,2.0
R-HSA-3595177,1.0,1.0,2.0
R-HSA-3656225,0.0,1.0,1.0
R-HSA-3656234,0.0,1.0,1.0
R-HSA-3656237,2.0,1.0,3.0
R-HSA-3656243,0.0,1.0,1.0
R-HSA-3656244,0.0,1.0,1.0
R-HSA-3656248,0.0,1.0,1.0
R-HSA-3656253,2.0,1.0,3.0
R-HSA-4420332,3.0,1.0,4.0
R-HSA-376172,6.0,1.0,7.0
R-HSA-418885,8.0,1.0,9.0
R-HSA-418886,3.0,1.0,4.0
R-HSA-418890,3.0,1.0,4.0
R-HSA-399954,8.0,1.0,9.0
R-HSA-399955,6.0,1.0,7.0
R-HSA-399956,6.0,1.0,7.0
R-HSA-416700,5.0,1.0,6.0
R-HSA-437239,17.0,1.0,18.0
R-HSA-445095,6.0,1.0,7.0
R-HSA-445144,12.0,1.0,13.0
R-HSA-447038,3.0,1.0,4.0
R-HSA-447041,3.0,1.0,4.0
R-HSA-447043,3.0,1.0,4.0
R-HSA-419037,12.0,1.0,13.0
R-HSA-428540,4.0,1.0,5.0
R-HSA-428542,1.0,1.0,2.0
R-HSA-428543,4.0,1.0,5.0
R-HSA-428890,4.0,1.0,5.0
R-HSA-8985586,1.0,1.0,2.0
R-HSA-8985801,0.0,1.0,1.0
R-HSA-9010553,75.0,1.0,76.0
R-HSA-9010642,3.0,1.0,4.0
R-HSA-4549349,0.0,1.0,1.0
R-HSA-4549356,0.0,1.0,1.0
R-HSA-4549380,0.0,1.0,1.0
R-HSA-4551295,0.0,1.0,1.0
R-HSA-4570571,0.0,1.0,1.0
R-HSA-4687000,0.0,1.0,1.0
R-HSA-4720454,0.0,1.0,1.0
R-HSA-4720475,0.0,1.0,1.0
R-HSA-4720489,0.0,1.0,1.0
R-HSA-4724289,0.0,1.0,1.0
R-HSA-4724325,0.0,1.0,1.0
R-HSA-4793950,0.0,1.0,1.0
R-HSA-4793952,0.0,1.0,1.0
R-HSA-4793953,0.0,1.0,1.0
R-HSA-4793954,0.0,1.0,1.0
R-HSA-5633231,0.0,1.0,1.0
R-HSA-379716,17.0,1.0,18.0
R-HSA-379726,14.0,1.0,15.0
R-HSA-381183,5.0,1.0,6.0
R-HSA-380994,1.0,1.0,2.0
R-HSA-381038,30.0,1.0,31.0
R-HSA-8874211,4.0,1.0,5.0
R-HSA-5223345,14.0,1.0,15.0
R-HSA-8981607,0.0,1.0,1.0
R-HSA-1369007,3.0,1.0,4.0
R-HSA-1369062,8.0,1.0,9.0
R-HSA-4086398,34.0,1.0,35.0
R-HSA-416482,45.0,1.0,46.0
R-HSA-418597,16.0,1.0,17.0
R-HSA-389513,14.0,1.0,15.0
R-HSA-389948,5.0,1.0,6.0
R-HSA-6783984,2.0,1.0,3.0
R-HSA-390471,27.0,1.0,28.0
R-HSA-6814122,20.0,1.0,21.0
R-HSA-5083625,2.0,1.0,3.0
R-HSA-5083627,0.0,1.0,1.0
R-HSA-5083628,1.0,1.0,2.0
R-HSA-5083629,1.0,1.0,2.0
R-HSA-5083630,3.0,1.0,4.0
R-HSA-5083632,2.0,1.0,3.0
R-HSA-5083633,1.0,1.0,2.0
R-HSA-5083635,1.0,1.0,2.0
R-HSA-5083636,2.0,1.0,3.0
R-HSA-389977,6.0,1.0,7.0
R-HSA-418457,2.0,1.0,3.0
R-HSA-1268020,35.0,1.0,36.0
R-HSA-381426,35.0,1.0,36.0
R-HSA-5676934,3.0,1.0,4.0
R-HSA-5683826,8.0,1.0,9.0
R-HSA-977225,27.0,1.0,28.0
R-HSA-392170,12.0,1.0,13.0
R-HSA-418592,13.0,1.0,14.0
R-HSA-428930,13.0,1.0,14.0
R-HSA-390522,17.0,1.0,18.0
R-HSA-445355,16.0,1.0,17.0
R-HSA-1989781,19.0,1.0,20.0
R-HSA-1368071,2.0,1.0,3.0
R-HSA-1368082,3.0,1.0,4.0
R-HSA-1368108,4.0,1.0,5.0
R-HSA-381771,6.0,1.0,7.0
R-HSA-400511,6.0,1.0,7.0
R-HSA-392851,10.0,1.0,11.0
R-HSA-432142,9.0,1.0,10.0
R-HSA-139853,4.0,1.0,5.0
R-HSA-418359,3.0,1.0,4.0
R-HSA-373756,0.0,1.0,1.0
R-HSA-420029,9.0,1.0,10.0
R-HSA-381676,15.0,1.0,16.0
R-HSA-399997,5.0,1.0,6.0
R-HSA-400042,13.0,1.0,14.0
R-HSA-8853659,19.0,1.0,20.0
R-HSA-8866376,2.0,1.0,3.0
R-HSA-429593,1.0,1.0,2.0
R-HSA-433137,2.0,1.0,3.0
R-HSA-433692,1.0,1.0,2.0
R-HSA-442660,3.0,1.0,4.0
R-HSA-444411,1.0,1.0,2.0
R-HSA-352230,10.0,1.0,11.0
R-HSA-425381,2.0,1.0,3.0
R-HSA-425561,4.0,1.0,5.0
R-HSA-425986,8.0,1.0,9.0
R-HSA-426117,2.0,1.0,3.0
R-HSA-427601,1.0,1.0,2.0
R-HSA-427975,1.0,1.0,2.0
R-HSA-428559,0.0,1.0,1.0
R-HSA-428643,1.0,1.0,2.0
R-HSA-727802,7.0,1.0,8.0
R-HSA-804914,2.0,1.0,3.0
R-HSA-83936,1.0,1.0,2.0
R-HSA-879518,3.0,1.0,4.0
R-HSA-189200,7.0,1.0,8.0
R-HSA-1660661,19.0,1.0,20.0
R-HSA-1660662,19.0,1.0,20.0
R-HSA-429947,15.0,1.0,16.0
R-HSA-429958,13.0,1.0,14.0
R-HSA-430039,11.0,1.0,12.0
R-HSA-432030,0.0,1.0,1.0
R-HSA-432040,19.0,1.0,20.0
R-HSA-432047,2.0,1.0,3.0
R-HSA-446343,0.0,1.0,1.0
R-HSA-446388,5.0,1.0,6.0
R-HSA-446107,3.0,1.0,4.0
R-HSA-1266695,13.0,1.0,14.0
R-HSA-449836,13.0,1.0,14.0
R-HSA-6783783,4.0,1.0,5.0
R-HSA-6785807,42.0,1.0,43.0
R-HSA-8854691,9.0,1.0,10.0
R-HSA-450385,12.0,1.0,13.0
R-HSA-450408,31.0,1.0,32.0
R-HSA-450513,10.0,1.0,11.0
R-HSA-450520,7.0,1.0,8.0
R-HSA-450604,12.0,1.0,13.0
R-HSA-2892245,2.0,1.0,3.0
R-HSA-2892247,3.0,1.0,4.0
R-HSA-68911,2.0,1.0,3.0
R-HSA-5339700,2.0,1.0,3.0
R-HSA-5339716,10.0,1.0,11.0
R-HSA-5339717,2.0,1.0,3.0
R-HSA-5340573,0.0,1.0,1.0
R-HSA-5340588,1.0,1.0,2.0
R-HSA-5545619,1.0,1.0,2.0
R-HSA-420499,3.0,1.0,4.0
R-HSA-5173214,2.0,1.0,3.0
R-HSA-5205685,15.0,1.0,16.0
R-HSA-8934903,9.0,1.0,10.0
R-HSA-427389,16.0,1.0,17.0
R-HSA-5250924,24.0,1.0,25.0
R-HSA-427359,12.0,1.0,13.0
R-HSA-427413,39.0,1.0,40.0
R-HSA-375170,17.0,1.0,18.0
R-HSA-5210891,6.0,1.0,7.0
R-HSA-5336415,2.0,1.0,3.0
R-HSA-8942233,0.0,1.0,1.0
R-HSA-418889,8.0,1.0,9.0
R-HSA-5362798,2.0,1.0,3.0
R-HSA-5358565,10.0,1.0,11.0
R-HSA-5358606,9.0,1.0,10.0
R-HSA-5365859,9.0,1.0,10.0
R-HSA-5368286,49.0,1.0,50.0
R-HSA-5389840,49.0,1.0,50.0
R-HSA-5419276,49.0,1.0,50.0
R-HSA-5362768,34.0,1.0,35.0
R-HSA-5658034,0.0,1.0,1.0
R-HSA-5545483,2.0,1.0,3.0
R-HSA-5632927,1.0,1.0,2.0
R-HSA-5632928,2.0,1.0,3.0
R-HSA-5632968,1.0,1.0,2.0
R-HSA-5632987,2.0,1.0,3.0
R-HSA-75896,2.0,1.0,3.0
R-HSA-8848584,2.0,1.0,3.0
R-HSA-8964572,2.0,1.0,3.0
R-HSA-5576886,4.0,1.0,5.0
R-HSA-5576890,3.0,1.0,4.0
R-HSA-5576892,9.0,1.0,10.0
R-HSA-5576893,10.0,1.0,11.0
R-HSA-5576894,4.0,1.0,5.0
R-HSA-5578768,1.0,1.0,2.0
R-HSA-5578775,11.0,1.0,12.0
R-HSA-5578995,0.0,1.0,1.0
R-HSA-5578996,0.0,1.0,1.0
R-HSA-5578997,0.0,1.0,1.0
R-HSA-5578998,0.0,1.0,1.0
R-HSA-5578999,0.0,1.0,1.0
R-HSA-5579000,0.0,1.0,1.0
R-HSA-5579002,0.0,1.0,1.0
R-HSA-5579004,0.0,1.0,1.0
R-HSA-5579005,0.0,1.0,1.0
R-HSA-5579006,0.0,1.0,1.0
R-HSA-5579007,0.0,1.0,1.0
R-HSA-5579009,0.0,1.0,1.0
R-HSA-5579010,0.0,1.0,1.0
R-HSA-5579011,0.0,1.0,1.0
R-HSA-5579012,0.0,1.0,1.0
R-HSA-5579013,0.0,1.0,1.0
R-HSA-5579014,0.0,1.0,1.0
R-HSA-5579015,0.0,1.0,1.0
R-HSA-5579016,0.0,1.0,1.0
R-HSA-5579017,0.0,1.0,1.0
R-HSA-5579019,0.0,1.0,1.0
R-HSA-5579020,0.0,1.0,1.0
R-HSA-5579021,0.0,1.0,1.0
R-HSA-5579022,0.0,1.0,1.0
R-HSA-5579024,0.0,1.0,1.0
R-HSA-5579026,2.0,1.0,3.0
R-HSA-5579027,0.0,1.0,1.0
R-HSA-5579028,0.0,1.0,1.0
R-HSA-5579030,0.0,1.0,1.0
R-HSA-5579031,1.0,1.0,2.0
R-HSA-5579032,0.0,1.0,1.0
R-HSA-9035968,0.0,1.0,1.0
R-HSA-5602410,0.0,1.0,1.0
R-HSA-5602415,0.0,1.0,1.0
R-HSA-5602498,3.0,1.0,4.0
R-HSA-5602566,0.0,1.0,1.0
R-HSA-5602571,1.0,1.0,2.0
R-HSA-5602636,1.0,1.0,2.0
R-HSA-5602680,1.0,1.0,2.0
R-HSA-5603027,2.0,1.0,3.0
R-HSA-5603029,6.0,1.0,7.0
R-HSA-5603037,3.0,1.0,4.0
R-HSA-5603041,4.0,1.0,5.0
R-HSA-4043911,0.0,1.0,1.0
R-HSA-4043916,0.0,1.0,1.0
R-HSA-4085011,0.0,1.0,1.0
R-HSA-4085023,0.0,1.0,1.0
R-HSA-4341670,0.0,1.0,1.0
R-HSA-4717374,0.0,1.0,1.0
R-HSA-4719360,0.0,1.0,1.0
R-HSA-4719377,0.0,1.0,1.0
R-HSA-4755579,0.0,1.0,1.0
R-HSA-4755583,0.0,1.0,1.0
R-HSA-4755609,0.0,1.0,1.0
R-HSA-5609974,0.0,1.0,1.0
R-HSA-5609976,0.0,1.0,1.0
R-HSA-5609977,0.0,1.0,1.0
R-HSA-5609978,0.0,1.0,1.0
R-HSA-5610780,35.0,1.0,36.0
R-HSA-5610783,34.0,1.0,35.0
R-HSA-5610785,35.0,1.0,36.0
R-HSA-5620912,62.0,1.0,63.0
R-HSA-5620924,24.0,1.0,25.0
R-HSA-5678420,0.0,1.0,1.0
R-HSA-5678520,0.0,1.0,1.0
R-HSA-5678771,0.0,1.0,1.0
R-HSA-5678895,37.0,1.0,38.0
R-HSA-5679001,0.0,1.0,1.0
R-HSA-5679090,0.0,1.0,1.0
R-HSA-5679096,0.0,1.0,1.0
R-HSA-5682113,0.0,1.0,1.0
R-HSA-5682294,0.0,1.0,1.0
R-HSA-5683177,0.0,1.0,1.0
R-HSA-5683371,0.0,1.0,1.0
R-HSA-5683678,0.0,1.0,1.0
R-HSA-5684045,0.0,1.0,1.0
R-HSA-5690338,0.0,1.0,1.0
R-HSA-5619035,0.0,1.0,1.0
R-HSA-5619036,0.0,1.0,1.0
R-HSA-5619037,0.0,1.0,1.0
R-HSA-5619039,0.0,1.0,1.0
R-HSA-5619040,0.0,1.0,1.0
R-HSA-5619041,0.0,1.0,1.0
R-HSA-5619042,0.0,1.0,1.0
R-HSA-5619043,0.0,1.0,1.0
R-HSA-5619044,0.0,1.0,1.0
R-HSA-5619045,0.0,1.0,1.0
R-HSA-5619046,0.0,1.0,1.0
R-HSA-5619047,0.0,1.0,1.0
R-HSA-5619048,0.0,1.0,1.0
R-HSA-5619049,0.0,1.0,1.0
R-HSA-5619050,0.0,1.0,1.0
R-HSA-5619052,0.0,1.0,1.0
R-HSA-5619053,0.0,1.0,1.0
R-HSA-5619054,0.0,1.0,1.0
R-HSA-5619055,0.0,1.0,1.0
R-HSA-5619056,0.0,1.0,1.0
R-HSA-5619058,1.0,1.0,2.0
R-HSA-5619060,0.0,1.0,1.0
R-HSA-5619061,0.0,1.0,1.0
R-HSA-5619062,0.0,1.0,1.0
R-HSA-5619063,0.0,1.0,1.0
R-HSA-5619066,0.0,1.0,1.0
R-HSA-5619067,0.0,1.0,1.0
R-HSA-5619068,0.0,1.0,1.0
R-HSA-5619070,0.0,1.0,1.0
R-HSA-5619071,0.0,1.0,1.0
R-HSA-5619072,0.0,1.0,1.0
R-HSA-5619073,0.0,1.0,1.0
R-HSA-5619076,0.0,1.0,1.0
R-HSA-5619077,0.0,1.0,1.0
R-HSA-5619078,0.0,1.0,1.0
R-HSA-5619079,0.0,1.0,1.0
R-HSA-5619081,0.0,1.0,1.0
R-HSA-5619083,0.0,1.0,1.0
R-HSA-5619085,0.0,1.0,1.0
R-HSA-5619087,0.0,1.0,1.0
R-HSA-5619088,0.0,1.0,1.0
R-HSA-5619089,0.0,1.0,1.0
R-HSA-5619092,0.0,1.0,1.0
R-HSA-5619094,0.0,1.0,1.0
R-HSA-5619095,0.0,1.0,1.0
R-HSA-5619096,0.0,1.0,1.0
R-HSA-5619097,0.0,1.0,1.0
R-HSA-5619098,0.0,1.0,1.0
R-HSA-5619099,1.0,1.0,2.0
R-HSA-5619101,0.0,1.0,1.0
R-HSA-5619104,0.0,1.0,1.0
R-HSA-5619107,0.0,1.0,1.0
R-HSA-5619108,0.0,1.0,1.0
R-HSA-5619109,0.0,1.0,1.0
R-HSA-5619110,1.0,1.0,2.0
R-HSA-5619111,0.0,1.0,1.0
R-HSA-5619113,0.0,1.0,1.0
R-HSA-5619114,0.0,1.0,1.0
R-HSA-5655799,0.0,1.0,1.0
R-HSA-5656364,0.0,1.0,1.0
R-HSA-5658208,0.0,1.0,1.0
R-HSA-5658471,0.0,1.0,1.0
R-HSA-5659729,0.0,1.0,1.0
R-HSA-5659735,0.0,1.0,1.0
R-HSA-5660686,0.0,1.0,1.0
R-HSA-5660724,0.0,1.0,1.0
R-HSA-5660862,0.0,1.0,1.0
R-HSA-5660883,0.0,1.0,1.0
R-HSA-5661182,0.0,1.0,1.0
R-HSA-5663020,0.0,1.0,1.0
R-HSA-9036092,1.0,1.0,2.0
R-HSA-5617472,43.0,1.0,44.0
R-HSA-5620916,15.0,1.0,16.0
R-HSA-5620922,7.0,1.0,8.0
R-HSA-5624138,3.0,1.0,4.0
R-HSA-5624958,2.0,1.0,3.0
R-HSA-5621480,7.0,1.0,8.0
R-HSA-5621575,14.0,1.0,15.0
R-HSA-5632681,0.0,1.0,1.0
R-HSA-5635838,3.0,1.0,4.0
R-HSA-5635851,1.0,1.0,2.0
R-HSA-5652227,2.0,1.0,3.0
R-HSA-70350,4.0,1.0,5.0
R-HSA-5660489,2.0,1.0,3.0
R-HSA-5661231,0.0,1.0,1.0
R-HSA-5657560,0.0,1.0,1.0
R-HSA-5657562,0.0,1.0,1.0
R-HSA-5659898,0.0,1.0,1.0
R-HSA-5662853,0.0,1.0,1.0
R-HSA-5669034,4.0,1.0,5.0
R-HSA-5676590,35.0,1.0,36.0
R-HSA-5676594,7.0,1.0,8.0
R-HSA-2160456,0.0,1.0,1.0
R-HSA-2978092,1.0,1.0,2.0
R-HSA-5687128,54.0,1.0,55.0
R-HSA-5687583,0.0,1.0,1.0
R-HSA-5687868,0.0,1.0,1.0
R-HSA-5688031,3.0,1.0,4.0
R-HSA-5688354,1.0,1.0,2.0
R-HSA-5688399,0.0,1.0,1.0
R-HSA-5688849,1.0,1.0,2.0
R-HSA-5688890,1.0,1.0,2.0
R-HSA-5689603,60.0,1.0,61.0
R-HSA-5689877,5.0,1.0,6.0
R-HSA-5689880,113.0,1.0,114.0
R-HSA-5689896,24.0,1.0,25.0
R-HSA-5689901,16.0,1.0,17.0
R-HSA-5693571,24.0,1.0,25.0
R-HSA-5685939,7.0,1.0,8.0
R-HSA-5693548,3.0,1.0,4.0
R-HSA-5693565,29.0,1.0,30.0
R-HSA-5696394,20.0,1.0,21.0
R-HSA-5696395,32.0,1.0,33.0
R-HSA-5696397,17.0,1.0,18.0
R-HSA-5696400,29.0,1.0,30.0
R-HSA-8873719,41.0,1.0,42.0
R-HSA-8876725,7.0,1.0,8.0
R-HSA-8951664,140.0,1.0,141.0
R-HSA-8955332,12.0,1.0,13.0
R-HSA-8957275,35.0,1.0,36.0
R-HSA-6781823,42.0,1.0,43.0
R-HSA-6782135,47.0,1.0,48.0
R-HSA-6782210,47.0,1.0,48.0
R-HSA-6782861,1.0,1.0,2.0
R-HSA-70688,0.0,1.0,1.0
R-HSA-70921,4.0,1.0,5.0
R-HSA-71064,7.0,1.0,8.0
R-HSA-71182,4.0,1.0,5.0
R-HSA-71240,5.0,1.0,6.0
R-HSA-388844,6.0,1.0,7.0
R-HSA-6794361,16.0,1.0,17.0
R-HSA-8849932,11.0,1.0,12.0
R-HSA-6802946,22.0,1.0,23.0
R-HSA-6802948,16.0,1.0,17.0
R-HSA-6802949,28.0,1.0,29.0
R-HSA-6802952,35.0,1.0,36.0
R-HSA-6802953,4.0,1.0,5.0
R-HSA-6802955,22.0,1.0,23.0
R-HSA-6799990,0.0,1.0,1.0
R-HSA-6803544,2.0,1.0,3.0
R-HSA-6809371,20.0,1.0,21.0
R-HSA-6806664,2.0,1.0,3.0
R-HSA-8877627,0.0,1.0,1.0
R-HSA-6806942,1.0,1.0,2.0
R-HSA-6807004,16.0,1.0,17.0
R-HSA-8851805,7.0,1.0,8.0
R-HSA-8851907,4.0,1.0,5.0
R-HSA-8865999,3.0,1.0,4.0
R-HSA-8875656,5.0,1.0,6.0
R-HSA-8875791,2.0,1.0,3.0
R-HSA-6811438,28.0,1.0,29.0
R-HSA-6811440,39.0,1.0,40.0
R-HSA-68962,20.0,2.0,22.0
R-HSA-68949,45.0,1.0,46.0
R-HSA-69017,43.0,1.0,44.0
R-HSA-176974,8.0,1.0,9.0
R-HSA-68952,5.0,1.0,6.0
R-HSA-2468052,6.0,1.0,7.0
R-HSA-176187,21.0,1.0,22.0
R-HSA-69478,1.0,1.0,2.0
R-HSA-70263,19.0,1.0,20.0
R-HSA-977347,5.0,1.0,6.0
R-HSA-71262,3.0,1.0,4.0
R-HSA-5662702,0.0,1.0,1.0
R-HSA-6798163,1.0,1.0,2.0
R-HSA-8849175,2.0,1.0,3.0
R-HSA-73843,1.0,1.0,2.0
R-HSA-5653890,2.0,1.0,3.0
R-HSA-5661270,2.0,1.0,3.0
R-HSA-70370,4.0,1.0,5.0
R-HSA-8853383,4.0,1.0,5.0
R-HSA-71403,18.0,1.0,19.0
R-HSA-880009,3.0,1.0,4.0
R-HSA-72163,132.0,1.0,133.0
R-HSA-72165,37.0,1.0,38.0
R-HSA-75094,2.0,1.0,3.0
R-HSA-159236,58.0,1.0,59.0
R-HSA-72187,45.0,1.0,46.0
R-HSA-6784531,38.0,1.0,39.0
R-HSA-6785470,1.0,1.0,2.0
R-HSA-6787450,5.0,1.0,6.0
R-HSA-156827,48.0,1.0,49.0
R-HSA-1799339,48.0,1.0,49.0
R-HSA-72764,32.0,1.0,33.0
R-HSA-73728,2.0,1.0,3.0
R-HSA-73762,20.0,1.0,21.0
R-HSA-73772,18.0,1.0,19.0
R-HSA-109688,49.0,1.0,50.0
R-HSA-674695,58.0,1.0,59.0
R-HSA-6807505,46.0,1.0,47.0
R-HSA-73779,34.0,1.0,35.0
R-HSA-77075,20.0,1.0,21.0
R-HSA-73777,18.0,1.0,19.0
R-HSA-73863,19.0,1.0,20.0
R-HSA-75157,3.0,1.0,4.0
R-HSA-75158,6.0,1.0,7.0
R-HSA-110314,21.0,1.0,22.0
R-HSA-6783310,17.0,1.0,18.0
R-HSA-110357,7.0,1.0,8.0
R-HSA-5649702,5.0,1.0,6.0
R-HSA-5657655,1.0,1.0,2.0
R-HSA-112122,1.0,1.0,2.0
R-HSA-112126,2.0,1.0,3.0
R-HSA-73780,13.0,1.0,14.0
R-HSA-73980,13.0,1.0,14.0
R-HSA-749476,25.0,1.0,26.0
R-HSA-77108,2.0,1.0,3.0
R-HSA-77111,3.0,1.0,4.0
R-HSA-77387,13.0,1.0,14.0
R-HSA-75102,1.0,1.0,2.0
R-HSA-77042,1.0,1.0,2.0
R-HSA-111367,6.0,1.0,7.0
R-HSA-77588,6.0,1.0,7.0
