,degree,fanout,fanin
SLC12A4,1.0,1.0,1.0
HPS4,1.0,1.0,1.0
MNT,0.0,0.0,1.0
CD79A,2.0,2.0,1.0
SORT1,1.0,1.0,1.0
NIPSNAP1,0.0,0.0,1.0
NAA60,0.0,0.0,1.0
SRPK2,0.0,0.0,1.0
UBXN2B,0.0,0.0,1.0
CHTOP,3.0,3.0,1.0
ATP6V1A,3.0,3.0,1.0
TBC1D2,0.0,0.0,1.0
LMBR1L,0.0,0.0,1.0
NLK,1.0,1.0,1.0
DBNDD1,0.0,0.0,1.0
KDELR1,2.0,2.0,1.0
PSME4,42.0,42.0,1.0
POLR3C,6.0,6.0,1.0
ZDHHC2,1.0,1.0,1.0
USP14,1.0,1.0,1.0
FBLN1,1.0,1.0,1.0
CDK20,0.0,0.0,1.0
H2AFV,21.0,21.0,1.0
ME2,1.0,1.0,1.0
TM9SF1,0.0,0.0,1.0
TADA2B,2.0,2.0,1.0
CFDP1,0.0,0.0,1.0
PTK2,8.0,8.0,1.0
ERH,0.0,0.0,1.0
ARRDC1,0.0,0.0,1.0
RIPK3,3.0,3.0,1.0
TBP,19.0,19.0,1.0
SARM1,1.0,1.0,1.0
FIZ1,0.0,0.0,1.0
LONRF2,0.0,0.0,1.0
PRKCB,8.0,8.0,1.0
RNF149,0.0,0.0,1.0
PIK3CB,16.0,16.0,1.0
ICMT,0.0,0.0,1.0
UBE2C,10.0,10.0,1.0
BACH2,0.0,0.0,1.0
C1GALT1,0.0,0.0,1.0
VPS72,1.0,1.0,1.0
MGAT4A,3.0,3.0,1.0
CNOT11,2.0,2.0,1.0
HNRNPAB,0.0,0.0,1.0
KIAA0556,0.0,0.0,1.0
SRSF8,0.0,0.0,1.0
C2CD5,1.0,1.0,1.0
DIAPH1,3.0,3.0,1.0
PARP12,0.0,0.0,1.0
RIMS3,0.0,0.0,1.0
MDN1,0.0,0.0,1.0
PLCD3,1.0,1.0,1.0
TRAPPC6A,2.0,2.0,1.0
NT5DC1,0.0,0.0,1.0
SESTD1,0.0,0.0,1.0
ZNF384,0.0,0.0,1.0
DMTF1,0.0,0.0,1.0
EMC4,0.0,0.0,1.0
ZNF773,0.0,0.0,1.0
CCND2,2.0,2.0,1.0
GOT1,2.0,2.0,1.0
SP4,0.0,0.0,1.0
CEPT1,2.0,2.0,1.0
GPS2,1.0,1.0,1.0
KAT5,9.0,9.0,1.0
TRIM68,0.0,0.0,1.0
ILKAP,0.0,0.0,1.0
CEP131,5.0,5.0,1.0
ZIM2,0.0,0.0,1.0
CNPY4,0.0,0.0,1.0
LRRC41,2.0,2.0,1.0
GMIP,1.0,1.0,1.0
VAT1L,0.0,0.0,1.0
FAM126B,0.0,0.0,1.0
UBTD1,0.0,0.0,1.0
MYO1E,0.0,0.0,1.0
ZNF81,0.0,0.0,1.0
UHRF2,1.0,1.0,1.0
RNF112,0.0,0.0,1.0
BLOC1S2,0.0,0.0,1.0
RPS27,19.0,19.0,1.0
ATAT1,0.0,0.0,1.0
ST8SIA2,2.0,2.0,1.0
BRIX1,0.0,0.0,1.0
VNN1,1.0,1.0,1.0
MNAT1,21.0,21.0,1.0
RILP,1.0,1.0,1.0
FAM161A,0.0,0.0,1.0
FH,1.0,1.0,1.0
E2F4,5.0,5.0,1.0
KRTAP10-3,0.0,0.0,1.0
PARP2,5.0,5.0,1.0
ASAH1,2.0,2.0,1.0
PITPNC1,0.0,0.0,1.0
ZNF35,0.0,0.0,1.0
WDYHV1,0.0,0.0,1.0
ANAPC15,8.0,8.0,1.0
SSX3,0.0,0.0,1.0
ZNF821,0.0,0.0,1.0
SLC50A1,1.0,1.0,1.0
SYF2,1.0,1.0,1.0
HP1BP3,0.0,0.0,1.0
VPS51,1.0,1.0,1.0
CIRBP,0.0,0.0,1.0
CRLF1,2.0,2.0,1.0
KLC3,4.0,4.0,1.0
RGR,1.0,1.0,1.0
NCAPD2,1.0,1.0,1.0
BCAT1,0.0,0.0,1.0
ELL,5.0,5.0,1.0
DST,1.0,1.0,1.0
DIP2B,0.0,0.0,1.0
KCND3,2.0,2.0,1.0
BRK1,2.0,2.0,1.0
ATP1B2,3.0,3.0,1.0
DBR1,0.0,0.0,1.0
PRDX4,1.0,1.0,1.0
RFC5,18.0,18.0,1.0
FHIT,0.0,0.0,1.0
FBXO10,2.0,2.0,1.0
VAV2,11.0,11.0,1.0
TXNDC5,3.0,3.0,1.0
SIRPA,2.0,2.0,1.0
KRTAP5-11,0.0,0.0,1.0
TMOD4,1.0,1.0,1.0
SFXN1,0.0,0.0,1.0
HIPK1,1.0,1.0,1.0
SIPA1L2,0.0,0.0,1.0
TXNL1,0.0,0.0,1.0
MAPK4,1.0,1.0,1.0
SYDE2,1.0,1.0,1.0
EIF2S2,6.0,6.0,1.0
TUBA1A,9.0,9.0,1.0
PEX16,0.0,0.0,1.0
ZNF14,0.0,0.0,1.0
TNNT3,1.0,1.0,1.0
VAPA,3.0,3.0,1.0
LACTB,0.0,0.0,1.0
PSMA5,47.0,47.0,1.0
IL27RA,2.0,2.0,1.0
TAS2R41,1.0,1.0,1.0
AP3D1,0.0,0.0,1.0
FXR2,0.0,0.0,1.0
DAZAP1,0.0,0.0,1.0
GIGYF1,0.0,0.0,1.0
ARHGEF12,4.0,4.0,1.0
CFL1,6.0,6.0,1.0
ZNF248,0.0,0.0,1.0
DYNC1LI1,8.0,8.0,1.0
BNIP2,1.0,1.0,1.0
TNFRSF10A,5.0,5.0,1.0
CNEP1R1,1.0,1.0,1.0
RNF13,0.0,0.0,1.0
ING4,1.0,1.0,1.0
TM2D3,0.0,0.0,1.0
SLC1A4,1.0,1.0,1.0
GNG7,19.0,19.0,1.0
ZBTB5,0.0,0.0,1.0
NAPRT,2.0,2.0,1.0
SNAPC5,3.0,3.0,1.0
SYS1,1.0,1.0,1.0
BBS2,1.0,1.0,1.0
SMIM13,0.0,0.0,1.0
ATG4D,1.0,1.0,1.0
SCLY,1.0,1.0,1.0
DPH2,1.0,1.0,1.0
DIS3L,0.0,0.0,1.0
NECAB3,0.0,0.0,1.0
DLG5,0.0,0.0,1.0
ISCA2,0.0,0.0,1.0
XPNPEP3,0.0,0.0,1.0
EMD,2.0,2.0,1.0
DUSP28,0.0,0.0,1.0
S100A11,1.0,1.0,1.0
BAIAP2,2.0,2.0,1.0
FUT8,1.0,1.0,1.0
FKBP8,1.0,1.0,1.0
CDK6,5.0,5.0,1.0
CADPS2,0.0,0.0,1.0
ADGRG1,0.0,0.0,1.0
ZNF408,0.0,0.0,1.0
CASQ1,0.0,0.0,1.0
ARPC1A,3.0,3.0,1.0
FURIN,10.0,10.0,1.0
DUSP13,0.0,0.0,1.0
RFESD,0.0,0.0,1.0
DRC7,0.0,0.0,1.0
CCDC71,0.0,0.0,1.0
ZSCAN9,0.0,0.0,1.0
G6PD,1.0,1.0,1.0
TFB2M,2.0,2.0,1.0
RHOA,22.0,22.0,1.0
MAP3K10,0.0,0.0,1.0
KIAA0100,0.0,0.0,1.0
PIN4,0.0,0.0,1.0
RNF103,1.0,1.0,1.0
ENOPH1,1.0,1.0,1.0
ATG10,1.0,1.0,1.0
ELF1,2.0,2.0,1.0
CBX5,2.0,2.0,1.0
WDR91,0.0,0.0,1.0
AAGAB,0.0,0.0,1.0
NPSR1,1.0,1.0,1.0
FBXO44,2.0,2.0,1.0
ERGIC1,0.0,0.0,1.0
KLHL14,0.0,0.0,1.0
RUSC1,0.0,0.0,1.0
ERCC2,21.0,21.0,1.0
LZTS2,0.0,0.0,1.0
GFM1,1.0,1.0,1.0
CRIP1,0.0,0.0,1.0
B2M,8.0,8.0,1.0
ABTB1,0.0,0.0,1.0
CPA5,0.0,0.0,1.0
KCTD21,0.0,0.0,1.0
TUFM,1.0,1.0,1.0
MORC2,0.0,0.0,1.0
PREPL,0.0,0.0,1.0
JAM2,1.0,1.0,1.0
PTPN1,5.0,5.0,1.0
TCERG1,0.0,0.0,1.0
BTBD7,0.0,0.0,1.0
NADK,0.0,0.0,1.0
SLC7A8,2.0,2.0,1.0
SPRYD3,0.0,0.0,1.0
ARID5B,1.0,1.0,1.0
FAS,5.0,5.0,1.0
GTF2H4,20.0,20.0,1.0
TMEM14C,0.0,0.0,1.0
POLR2J2,0.0,0.0,1.0
UGGT1,1.0,1.0,1.0
CCDC14,0.0,0.0,1.0
STRIP1,0.0,0.0,1.0
VPS37B,2.0,2.0,1.0
GOLGA3,0.0,0.0,1.0
KCTD20,0.0,0.0,1.0
FKBP14,1.0,1.0,1.0
ZKSCAN5,0.0,0.0,1.0
MAP2K5,1.0,1.0,1.0
ABHD4,1.0,1.0,1.0
PEX11G,0.0,0.0,1.0
DLX2,0.0,0.0,1.0
CDKN1A,10.0,10.0,1.0
RHOBTB3,1.0,1.0,1.0
TMEM99,0.0,0.0,1.0
HSH2D,0.0,0.0,1.0
DCP1A,4.0,4.0,1.0
LYL1,0.0,0.0,1.0
RSRC1,0.0,0.0,1.0
FOXJ2,0.0,0.0,1.0
TRAF3IP1,1.0,1.0,1.0
CDADC1,0.0,0.0,1.0
CDK10,0.0,0.0,1.0
MTMR6,1.0,1.0,1.0
DNAJC1,0.0,0.0,1.0
SH2B1,2.0,2.0,1.0
DENND5A,1.0,1.0,1.0
IPO13,0.0,0.0,1.0
TXNL4A,2.0,2.0,1.0
MRPS18C,3.0,3.0,1.0
TGFBRAP1,0.0,0.0,1.0
ADGRE1,0.0,0.0,1.0
FMO4,0.0,0.0,1.0
H3F3A,18.0,18.0,1.0
C11orf1,0.0,0.0,1.0
PEX14,1.0,1.0,1.0
ZNF763,0.0,0.0,1.0
SEMA4C,0.0,0.0,1.0
ARL5A,0.0,0.0,1.0
INTS12,1.0,1.0,1.0
ALDH2,2.0,2.0,1.0
SMARCAL1,0.0,0.0,1.0
GTF3C4,3.0,3.0,1.0
PRKN,0.0,0.0,1.0
PHF23,0.0,0.0,1.0
CACFD1,1.0,1.0,1.0
AKAP8L,0.0,0.0,1.0
LTBR,1.0,1.0,1.0
ZNF436,0.0,0.0,1.0
KCMF1,1.0,1.0,1.0
VCX3A,0.0,0.0,1.0
CRTC3,0.0,0.0,1.0
SMYD4,0.0,0.0,1.0
PIGG,1.0,1.0,1.0
ZMIZ2,0.0,0.0,1.0
GAL3ST4,0.0,0.0,1.0
RAPGEF1,4.0,4.0,1.0
ALKBH5,0.0,0.0,1.0
DLGAP4,1.0,1.0,1.0
NUP214,19.0,19.0,1.0
HNRNPA1L2,0.0,0.0,1.0
GCSH,1.0,1.0,1.0
SCRN2,0.0,0.0,1.0
EML3,0.0,0.0,1.0
USP13,2.0,2.0,1.0
TAF1D,7.0,7.0,1.0
MARK3,8.0,8.0,1.0
SIDT1,0.0,0.0,1.0
PIM1,1.0,1.0,1.0
TRAPPC1,3.0,3.0,1.0
AK3,0.0,0.0,1.0
PLCD1,1.0,1.0,1.0
ABCA7,1.0,1.0,1.0
SPG21,0.0,0.0,1.0
SLC43A2,1.0,1.0,1.0
NLGN2,1.0,1.0,1.0
NAB2,0.0,0.0,1.0
SLC39A7,1.0,1.0,1.0
GCSAM,0.0,0.0,1.0
NUP93,18.0,18.0,1.0
RGPD3,0.0,0.0,1.0
KPTN,0.0,0.0,1.0
CD302,0.0,0.0,1.0
HSF5,0.0,0.0,1.0
STAG2,7.0,7.0,1.0
KIAA1324,0.0,0.0,1.0
FASTKD3,0.0,0.0,1.0
SLC38A10,0.0,0.0,1.0
COPB2,2.0,2.0,1.0
PWP2,2.0,2.0,1.0
NUMA1,1.0,1.0,1.0
FAM43A,0.0,0.0,1.0
BCKDK,0.0,0.0,1.0
DLD,4.0,4.0,1.0
PHKB,1.0,1.0,1.0
MMS22L,0.0,0.0,1.0
SFXN3,0.0,0.0,1.0
NAAA,0.0,0.0,1.0
APEX1,4.0,4.0,1.0
UQCC1,0.0,0.0,1.0
RRAGB,5.0,5.0,1.0
PYGO2,1.0,1.0,1.0
NFATC1,4.0,4.0,1.0
KDM2A,1.0,1.0,1.0
PIK3R2,20.0,20.0,1.0
SEZ6,0.0,0.0,1.0
ZNF791,0.0,0.0,1.0
RAB14,5.0,5.0,1.0
ENTPD1,1.0,1.0,1.0
IFT43,1.0,1.0,1.0
SDCBP,3.0,3.0,1.0
ZC3H18,0.0,0.0,1.0
SCFD1,1.0,1.0,1.0
SMARCA4,3.0,3.0,1.0
NUDCD3,0.0,0.0,1.0
RHPN2,1.0,1.0,1.0
TSPAN13,0.0,0.0,1.0
NSMAF,1.0,1.0,1.0
PDIA5,1.0,1.0,1.0
BRCA1,12.0,12.0,1.0
DNAJC13,1.0,1.0,1.0
ABCC4,1.0,1.0,1.0
TDRD7,0.0,0.0,1.0
PUS7,0.0,0.0,1.0
LMAN2,2.0,2.0,1.0
SPO11,1.0,1.0,1.0
ZNF443,0.0,0.0,1.0
PDCD10,0.0,0.0,1.0
WDR83,1.0,1.0,1.0
PIGH,1.0,1.0,1.0
CUX1,2.0,2.0,1.0
MTFMT,1.0,1.0,1.0
DDX51,0.0,0.0,1.0
DYNLT3,0.0,0.0,1.0
RHBDD2,0.0,0.0,1.0
AQP10,1.0,1.0,1.0
BTN3A3,1.0,1.0,1.0
DEXI,0.0,0.0,1.0
NOTCH1,14.0,14.0,1.0
FRS2,16.0,16.0,1.0
SLC2A4RG,0.0,0.0,1.0
SRGAP1,2.0,2.0,1.0
CEBPE,0.0,0.0,1.0
RBX1,26.0,26.0,1.0
MRPS22,3.0,3.0,1.0
HOOK2,0.0,0.0,1.0
STRN3,0.0,0.0,1.0
LAMTOR1,6.0,6.0,1.0
RPL23,12.0,12.0,1.0
FUBP1,0.0,0.0,1.0
TMEM208,0.0,0.0,1.0
SH3RF3,0.0,0.0,1.0
TRPV5,1.0,1.0,1.0
RAD23B,3.0,3.0,1.0
WDR18,1.0,1.0,1.0
SETD3,1.0,1.0,1.0
ACTR5,1.0,1.0,1.0
CHUK,22.0,22.0,1.0
YPEL5,1.0,1.0,1.0
ELMO3,0.0,0.0,1.0
ATXN3,1.0,1.0,1.0
FAM184B,0.0,0.0,1.0
BSCL2,0.0,0.0,1.0
CIAPIN1,1.0,1.0,1.0
MUL1,1.0,1.0,1.0
PGM3,0.0,0.0,1.0
OXCT1,1.0,1.0,1.0
CDAN1,0.0,0.0,1.0
SAP30BP,1.0,1.0,1.0
KAT6A,2.0,2.0,1.0
CEP89,1.0,1.0,1.0
MOB2,0.0,0.0,1.0
THUMPD3,0.0,0.0,1.0
OXSR1,0.0,0.0,1.0
RUNDC1,0.0,0.0,1.0
KCNC1,1.0,1.0,1.0
WIPI2,1.0,1.0,1.0
PPP1R12A,3.0,3.0,1.0
SLC39A6,1.0,1.0,1.0
ACTR3B,0.0,0.0,1.0
RNF20,1.0,1.0,1.0
FBXW7,9.0,9.0,1.0
B4GALT2,2.0,2.0,1.0
ZNF785,0.0,0.0,1.0
SH2D3A,0.0,0.0,1.0
KDM2B,1.0,1.0,1.0
GOLIM4,1.0,1.0,1.0
ARPC5L,0.0,0.0,1.0
KIF5C,4.0,4.0,1.0
KPNA6,0.0,0.0,1.0
PNPLA2,3.0,3.0,1.0
BLOC1S5,0.0,0.0,1.0
ZNF362,0.0,0.0,1.0
NMNAT1,0.0,0.0,1.0
CMTM2,0.0,0.0,1.0
KHK,1.0,1.0,1.0
LYRM7,0.0,0.0,1.0
CNTFR,1.0,1.0,1.0
APH1A,10.0,10.0,1.0
MARCKSL1,0.0,0.0,1.0
FSTL3,3.0,3.0,1.0
DNM2,7.0,7.0,1.0
STX12,0.0,0.0,1.0
GCFC2,1.0,1.0,1.0
ZNF460,0.0,0.0,1.0
ADHFE1,1.0,1.0,1.0
SLC6A8,1.0,1.0,1.0
SYNGR1,1.0,1.0,1.0
HMGA2,1.0,1.0,1.0
PYROXD2,0.0,0.0,1.0
LARP4B,0.0,0.0,1.0
AKR1B1,2.0,2.0,1.0
SGSH,1.0,1.0,1.0
FCGR2B,1.0,1.0,1.0
ZNF746,0.0,0.0,1.0
TAF9B,7.0,7.0,1.0
NCOA4,0.0,0.0,1.0
CMKLR1,0.0,0.0,1.0
ITGAV,9.0,9.0,1.0
ODF2,5.0,5.0,1.0
MLLT6,0.0,0.0,1.0
CCDC126,0.0,0.0,1.0
ZNF671,0.0,0.0,1.0
CCDC174,0.0,0.0,1.0
HTR3D,0.0,0.0,1.0
UXS1,0.0,0.0,1.0
POLE,11.0,11.0,1.0
CHST11,1.0,1.0,1.0
SDC4,10.0,10.0,1.0
TDO2,1.0,1.0,1.0
SEC23IP,1.0,1.0,1.0
CTDP1,5.0,5.0,1.0
DCUN1D3,1.0,1.0,1.0
CYP4X1,0.0,0.0,1.0
MEPCE,0.0,0.0,1.0
HIST1H3E,0.0,0.0,1.0
NDUFB2,1.0,1.0,1.0
ZFP69B,0.0,0.0,1.0
TTLL12,1.0,1.0,1.0
TEX30,0.0,0.0,1.0
CMC1,0.0,0.0,1.0
ATP8B2,1.0,1.0,1.0
RHOT2,1.0,1.0,1.0
TRIB3,2.0,2.0,1.0
CTNS,1.0,1.0,1.0
SPATS2L,0.0,0.0,1.0
ZNRF3,1.0,1.0,1.0
DSTN,0.0,0.0,1.0
PJA1,1.0,1.0,1.0
VRK3,0.0,0.0,1.0
CASP4,1.0,1.0,1.0
DHRSX,0.0,0.0,1.0
RSPH4A,0.0,0.0,1.0
ACLY,2.0,2.0,1.0
MAML3,9.0,9.0,1.0
LYZL6,0.0,0.0,1.0
ATP6V1B2,3.0,3.0,1.0
SATB1,1.0,1.0,1.0
MTSS1,0.0,0.0,1.0
NAPB,5.0,5.0,1.0
TRMT2B,0.0,0.0,1.0
LMTK2,0.0,0.0,1.0
OR5D18,1.0,1.0,1.0
MAP4K3,0.0,0.0,1.0
EI24,0.0,0.0,1.0
MCFD2,2.0,2.0,1.0
LONRF1,1.0,1.0,1.0
TCTA,0.0,0.0,1.0
CANT1,1.0,1.0,1.0
AKR1C4,2.0,2.0,1.0
POLA2,6.0,6.0,1.0
HIF1A,9.0,9.0,1.0
ADAT1,0.0,0.0,1.0
NDUFAF2,1.0,1.0,1.0
ANKRD13A,0.0,0.0,1.0
SLC1A3,2.0,2.0,1.0
STRADB,1.0,1.0,1.0
TM6SF2,0.0,0.0,1.0
KCND1,2.0,2.0,1.0
NOP10,1.0,1.0,1.0
ZBTB9,0.0,0.0,1.0
MTRF1L,1.0,1.0,1.0
MOSPD1,0.0,0.0,1.0
MNX1,0.0,0.0,1.0
ADSS,1.0,1.0,1.0
WDR38,0.0,0.0,1.0
NAA30,1.0,1.0,1.0
PLEKHH3,0.0,0.0,1.0
ZFAND3,0.0,0.0,1.0
ARID2,2.0,2.0,1.0
KIDINS220,1.0,1.0,1.0
SORD,2.0,2.0,1.0
AP3S1,1.0,1.0,1.0
FAM167A,0.0,0.0,1.0
NFKB1,17.0,17.0,1.0
SYT7,1.0,1.0,1.0
METTL21A,1.0,1.0,1.0
HMOX2,2.0,2.0,1.0
SAFB,1.0,1.0,1.0
OR8J3,1.0,1.0,1.0
FRA10AC1,0.0,0.0,1.0
PRICKLE2,0.0,0.0,1.0
SIRT4,1.0,1.0,1.0
OR13C9,1.0,1.0,1.0
METTL16,0.0,0.0,1.0
UBXN2A,0.0,0.0,1.0
MTFR1,0.0,0.0,1.0
POLR3H,6.0,6.0,1.0
DRG1,0.0,0.0,1.0
PPTC7,0.0,0.0,1.0
ATP6V0B,3.0,3.0,1.0
PAXBP1,0.0,0.0,1.0
STARD5,1.0,1.0,1.0
MAP3K6,0.0,0.0,1.0
ATG12,4.0,4.0,1.0
ZNF500,0.0,0.0,1.0
PRDX1,3.0,3.0,1.0
BRAF,14.0,14.0,1.0
GOLGA1,1.0,1.0,1.0
CHSY1,1.0,1.0,1.0
TXNDC15,0.0,0.0,1.0
HEY1,6.0,6.0,1.0
SCG3,3.0,3.0,1.0
DPH7,1.0,1.0,1.0
ZC3H12B,0.0,0.0,1.0
ZNF426,0.0,0.0,1.0
FAM20B,0.0,0.0,1.0
DHDDS,0.0,0.0,1.0
PI4KB,1.0,1.0,1.0
GBP2,0.0,0.0,1.0
DENND2D,1.0,1.0,1.0
SIGIRR,1.0,1.0,1.0
CKMT2,1.0,1.0,1.0
METTL22,1.0,1.0,1.0
PLD6,3.0,3.0,1.0
BCL2L2,0.0,0.0,1.0
JADE1,1.0,1.0,1.0
SMARCE1,2.0,2.0,1.0
BCL10,4.0,4.0,1.0
CYB561D1,0.0,0.0,1.0
POMT2,0.0,0.0,1.0
PRF1,0.0,0.0,1.0
ITSN1,5.0,5.0,1.0
SLC25A40,0.0,0.0,1.0
KRCC1,0.0,0.0,1.0
COL6A2,2.0,2.0,1.0
TAGLN,0.0,0.0,1.0
CAMSAP2,0.0,0.0,1.0
DLX1,0.0,0.0,1.0
ZNF540,0.0,0.0,1.0
CRTC2,0.0,0.0,1.0
LYRM1,0.0,0.0,1.0
ANKIB1,0.0,0.0,1.0
UGT2A3,0.0,0.0,1.0
MRPL34,3.0,3.0,1.0
ZNF772,0.0,0.0,1.0
EPS8L2,0.0,0.0,1.0
SH3BP5,0.0,0.0,1.0
NNAT,0.0,0.0,1.0
SLC12A2,1.0,1.0,1.0
HSPB11,1.0,1.0,1.0
LRRC59,0.0,0.0,1.0
HSPBAP1,0.0,0.0,1.0
PSMA3,46.0,46.0,1.0
PANK4,1.0,1.0,1.0
ZNF23,0.0,0.0,1.0
DEK,1.0,1.0,1.0
MEIS1,1.0,1.0,1.0
GOLGA2,4.0,4.0,1.0
UBXN4,0.0,0.0,1.0
CLCC1,0.0,0.0,1.0
DDX47,2.0,2.0,1.0
TUBA3D,0.0,0.0,1.0
ZSCAN18,0.0,0.0,1.0
G3BP1,0.0,0.0,1.0
MDP1,0.0,0.0,1.0
THRA,2.0,2.0,1.0
IARS,2.0,2.0,1.0
LPCAT2,1.0,1.0,1.0
MKNK2,0.0,0.0,1.0
IRF2BP1,0.0,0.0,1.0
CFLAR,2.0,2.0,1.0
CYP27C1,0.0,0.0,1.0
BLZF1,1.0,1.0,1.0
KIF27,2.0,2.0,1.0
DGAT2,2.0,2.0,1.0
TMX3,1.0,1.0,1.0
FAF1,0.0,0.0,1.0
ABCD3,1.0,1.0,1.0
KBTBD7,3.0,3.0,1.0
SYT11,1.0,1.0,1.0
LRRC30,0.0,0.0,1.0
EDC3,1.0,1.0,1.0
VGLL4,0.0,0.0,1.0
RGS13,0.0,0.0,1.0
SHISA4,0.0,0.0,1.0
GPATCH4,0.0,0.0,1.0
HYAL4,0.0,0.0,1.0
CA5B,1.0,1.0,1.0
PILRB,1.0,1.0,1.0
ATXN7L2,0.0,0.0,1.0
CCNH,21.0,21.0,1.0
C1RL,0.0,0.0,1.0
FAM104A,0.0,0.0,1.0
AGPAT5,1.0,1.0,1.0
SPRYD4,0.0,0.0,1.0
PPP2CA,35.0,35.0,1.0
DHX29,0.0,0.0,1.0
ARL13B,1.0,1.0,1.0
WIPI1,2.0,2.0,1.0
VAV1,13.0,13.0,1.0
RUSC2,0.0,0.0,1.0
KCNMB3,2.0,2.0,1.0
RORC,3.0,3.0,1.0
DMC1,1.0,1.0,1.0
SMCO4,0.0,0.0,1.0
ZFHX3,1.0,1.0,1.0
AMDHD1,1.0,1.0,1.0
OR5D16,1.0,1.0,1.0
LRBA,0.0,0.0,1.0
NIN,0.0,0.0,1.0
PCBP2,2.0,2.0,1.0
SERINC3,1.0,1.0,1.0
TEF,0.0,0.0,1.0
CTSE,1.0,1.0,1.0
GNA14,5.0,5.0,1.0
DNAJC17,0.0,0.0,1.0
EZH1,0.0,0.0,1.0
TMEM183A,0.0,0.0,1.0
BST1,1.0,1.0,1.0
BOD1L1,0.0,0.0,1.0
AP2A1,10.0,10.0,1.0
ATP6AP1L,0.0,0.0,1.0
CTBP1,4.0,4.0,1.0
SEC24B,4.0,4.0,1.0
MICU3,1.0,1.0,1.0
LTBP4,1.0,1.0,1.0
MED26,1.0,1.0,1.0
HHATL,0.0,0.0,1.0
SWSAP1,0.0,0.0,1.0
ZNF207,0.0,0.0,1.0
PLXND1,2.0,2.0,1.0
WDR60,1.0,1.0,1.0
CSNK1G1,0.0,0.0,1.0
EDC4,1.0,1.0,1.0
ATF6,0.0,0.0,1.0
CYB561,0.0,0.0,1.0
IL12RB2,2.0,2.0,1.0
MGLL,3.0,3.0,1.0
DLC1,1.0,1.0,1.0
RIOK3,1.0,1.0,1.0
MMP11,2.0,2.0,1.0
ZNF513,0.0,0.0,1.0
R3HCC1,0.0,0.0,1.0
ARFIP2,1.0,1.0,1.0
CYFIP1,3.0,3.0,1.0
GALNT2,1.0,1.0,1.0
GSDMB,0.0,0.0,1.0
CAMTA1,0.0,0.0,1.0
UBXN11,0.0,0.0,1.0
VPS36,1.0,1.0,1.0
PPIL1,1.0,1.0,1.0
CDC26,9.0,9.0,1.0
CCDC28A,0.0,0.0,1.0
MREG,0.0,0.0,1.0
SMC3,7.0,7.0,1.0
KRTAP19-6,0.0,0.0,1.0
ARCN1,2.0,2.0,1.0
TM4SF1,0.0,0.0,1.0
MED13L,1.0,1.0,1.0
OSTC,0.0,0.0,1.0
IL16,1.0,1.0,1.0
PTPRR,0.0,0.0,1.0
CCR6,2.0,2.0,1.0
BIRC2,7.0,7.0,1.0
CDKL1,0.0,0.0,1.0
PPP6R1,1.0,1.0,1.0
EXOSC3,5.0,5.0,1.0
ARL4C,0.0,0.0,1.0
MANBA,2.0,2.0,1.0
CCDC112,0.0,0.0,1.0
NKIRAS2,0.0,0.0,1.0
TCEANC,0.0,0.0,1.0
HYAL2,1.0,1.0,1.0
VPS25,1.0,1.0,1.0
NUP54,18.0,18.0,1.0
ZNF518B,0.0,0.0,1.0
NPTN,0.0,0.0,1.0
ATG2B,0.0,0.0,1.0
CLCN6,1.0,1.0,1.0
ADCK1,0.0,0.0,1.0
LSM8,1.0,1.0,1.0
ARL11,0.0,0.0,1.0
UQCRC2,0.0,0.0,1.0
MIF4GD,0.0,0.0,1.0
HEG1,0.0,0.0,1.0
MASTL,1.0,1.0,1.0
BCAP29,0.0,0.0,1.0
SGSM1,0.0,0.0,1.0
SPTLC2,1.0,1.0,1.0
CDKN2C,4.0,4.0,1.0
MSRB1,1.0,1.0,1.0
VPS37C,2.0,2.0,1.0
RAD51B,1.0,1.0,1.0
ARMCX5,0.0,0.0,1.0
VDAC1,3.0,3.0,1.0
ALG10B,0.0,0.0,1.0
ACKR3,1.0,1.0,1.0
CRELD2,0.0,0.0,1.0
ZKSCAN8,0.0,0.0,1.0
RBMX,1.0,1.0,1.0
ZNF787,0.0,0.0,1.0
SLC18B1,0.0,0.0,1.0
KDM1A,5.0,5.0,1.0
CUL7,3.0,3.0,1.0
ALDOC,2.0,2.0,1.0
MAFG,0.0,0.0,1.0
ELK4,0.0,0.0,1.0
GPATCH3,0.0,0.0,1.0
CEP57,5.0,5.0,1.0
DHX30,0.0,0.0,1.0
FKBP11,0.0,0.0,1.0
SRSF3,4.0,4.0,1.0
GNAL,3.0,3.0,1.0
PRPF31,1.0,1.0,1.0
ZNF263,0.0,0.0,1.0
AGK,1.0,1.0,1.0
TPM3,2.0,2.0,1.0
LPAR2,1.0,1.0,1.0
GCLC,1.0,1.0,1.0
TTC32,0.0,0.0,1.0
DROSHA,1.0,1.0,1.0
DRAM2,0.0,0.0,1.0
RSPO2,1.0,1.0,1.0
CABS1,0.0,0.0,1.0
PRPF19,4.0,4.0,1.0
PTGES3,6.0,6.0,1.0
WDR45,1.0,1.0,1.0
GRN,1.0,1.0,1.0
MORC3,0.0,0.0,1.0
DKK3,0.0,0.0,1.0
CACNA2D4,2.0,2.0,1.0
IPO11,0.0,0.0,1.0
ABCF2,0.0,0.0,1.0
CCDC43,0.0,0.0,1.0
HSD17B8,0.0,0.0,1.0
