ind,Transport of small molecules,Metabolism,Cellular responses to external stimuli,DNA Replication,Neuronal System,Cell-Cell communication,Programmed Cell Death,Cell Cycle,Circadian Clock,Organelle biogenesis and maintenance,Vesicle-mediated transport,Metabolism of proteins,Digestion and absorption,Immune System,Extracellular matrix organization,Signal Transduction,Gene expression (Transcription),DNA Repair,Developmental Biology,Chromatin organization,Mitophagy,Metabolism of RNA,Reproduction,Disease,Hemostasis,Muscle contraction
TCGA-BJ-A3PU-01A,-0.00037638907,0.00039773254,-0.00016836643,-0.0008128676,-2.139642e-06,-5.6117708e-05,-6.6219356e-05,-0.0003414853,4.58643e-06,-2.6985343e-05,-7.777761e-05,-0.0006982423,-5.083586e-05,-0.00037385616,-0.0010011183,-0.0008820088,-0.000499896,0.0004557886,5.9967464e-05,0.00016971446,5.264532e-05,-0.0032264981,6.69814e-05,-0.000119212695,0.0009536948,5.5118147e-05
TCGA-BJ-A3PU-11A,-0.0005455277,0.0007732249,-5.9472168e-05,-0.000978271,6.955562e-06,-3.5878318e-05,-0.00034942952,-0.00018645701,2.6573605e-06,-6.273834e-05,-0.00010013507,-0.0010156152,-6.961949e-05,-0.00057197915,-0.0011333474,0.0013068096,-0.00032454464,0.0002042914,5.7958954e-05,0.00017240463,5.7542213e-05,-0.003065654,7.148678e-05,0.0001520264,0.0011125798,0.00029962
TCGA-BJ-A45D-01A,-0.00031169548,-0.00078498496,-0.00022236016,-0.0006734802,7.268581e-05,-6.082695e-05,-4.3029762e-05,-0.00032626474,3.5329147e-06,-5.909556e-05,-0.00013544742,-0.00069652975,-3.0213516e-05,-0.0003430842,-0.0017042647,-0.0020595018,-0.00066425686,0.0005762094,0.000101209385,0.00016489976,4.8608443e-05,-0.003064623,5.5814766e-05,0.00010799512,0.0013148782,0.00011713231
TCGA-BJ-A45F-01A,-0.00042852093,-1.1735603e-05,-0.00013277614,-0.00049639004,8.938688e-05,-4.7767822e-05,-9.268209e-05,-0.00028761872,1.8306495e-06,-5.096002e-06,-0.0001597099,-0.0013305325,-3.4324454e-05,-0.00041610704,-0.0016497984,-0.0017909916,-0.0006439204,0.00048343235,4.4436652e-05,0.00015618095,5.1912048e-05,-0.002907662,5.0922765e-05,0.00011290679,0.0011953033,6.464814e-05
TCGA-BJ-A45G-01A,-0.00048768698,0.00057821727,-0.00010841293,-0.0008058578,3.0540716e-05,-4.9271945e-05,-0.00013735723,-0.0002395466,3.4532316e-06,-5.165731e-05,-0.0001404809,-0.0010073187,-7.246514e-05,-0.0005326944,-0.0013600603,0.0007862933,-0.0006099492,0.0003717134,3.8495808e-05,0.00017607734,5.6249013e-05,-0.0030836943,6.918707e-05,0.00012211286,0.0011524846,0.00017454471
TCGA-BJ-A45H-01A,-0.00038494094,0.00087205326,-0.0001256226,-0.0009212251,-7.703411e-06,-6.472878e-05,-0.00016917184,-0.00019824778,4.929985e-06,-4.7533777e-05,-0.00014154374,-0.0009937331,-4.627829e-05,-0.00056145416,-0.0012974285,0.0015399578,-0.0005773309,0.00029156532,8.746219e-05,0.00017323373,5.4582688e-05,-0.002956837,7.580923e-05,0.00015798476,0.001253617,0.00022182768
TCGA-BJ-A45I-01A,-0.00044690675,0.00011637394,-0.00012362003,-0.0007755033,-2.0289672e-05,-6.533314e-05,-0.00012550698,-0.0002794323,4.5347997e-06,-1.9734576e-05,-0.0001706225,-0.0013022705,-5.4725682e-05,-0.0006172982,-0.0014560762,0.00086978107,-0.0008079834,0.00028611685,4.9681253e-06,0.00017528514,5.0386006e-05,-0.0030217706,7.673043e-05,4.7604295e-05,0.001307023,0.0001661887
TCGA-BJ-A45I-01A,-0.00044690675,0.00011637394,-0.00012362003,-0.0007755033,-2.0289672e-05,-6.533314e-05,-0.00012550698,-0.0002794323,4.5347997e-06,-1.9734576e-05,-0.0001706225,-0.0013022705,-5.4725682e-05,-0.0006172982,-0.0014560762,0.00086978107,-0.0008079834,0.00028611685,4.9681253e-06,0.00017528514,5.0386006e-05,-0.0030217706,7.673043e-05,4.7604295e-05,0.001307023,0.0001661887
TCGA-BJ-A4O8-01A,-0.0004483433,0.0002507186,-7.4577176e-05,-0.0007941306,-4.1683397e-05,-7.2761555e-05,-0.00020547558,-0.00033030304,5.237111e-06,-2.460053e-05,-0.00017017924,-0.00081819267,-8.486161e-05,-0.00061115396,-0.0016377271,0.0030493226,-0.0011857428,0.000249643,6.4967303e-06,0.00017615248,4.961371e-05,-0.002878533,8.12917e-05,7.362757e-05,0.0012801327,0.00023808671
TCGA-CE-A3MD-01A,-0.0003667521,0.00045538478,-0.00012036541,-0.00097229745,-2.1650747e-05,-7.570935e-05,-4.7576945e-05,-0.00027532305,3.0933488e-06,-4.070626e-05,-0.00017591253,-0.00080035126,-0.00010110495,-0.0005425661,-0.0013627446,0.002622776,-0.0011883263,0.00022182507,4.719875e-05,0.00018084202,5.1435145e-05,-0.0029355455,7.064769e-05,-2.2548265e-05,0.0013211129,0.00017564272
TCGA-CE-A484-01A,-0.0004766703,-0.0010996743,-9.9723504e-05,-0.0011759634,-4.5520246e-06,-6.336116e-05,6.08621e-05,-0.00028415455,3.4825791e-06,-4.785246e-05,-0.0001755574,-0.00061682164,-7.688291e-05,-0.00043952413,-0.001473418,0.00058132765,-0.0007614536,0.00031788164,9.733289e-05,0.00018044598,5.9920254e-05,-0.0029169677,7.221339e-05,0.0001178494,0.0012516634,7.4527474e-05
TCGA-DE-A4M8-01A,-0.0003593081,0.0002691993,-0.00015325687,-0.0006487986,-1.1207916e-05,-6.742396e-05,-0.00022307181,-0.0002606711,2.8912857e-06,-1.5113889e-05,-0.00017488174,-0.0009803919,-3.2162563e-05,-0.0006403787,-0.001285244,0.00022642442,-0.00055905984,0.00031109052,4.726402e-05,0.0001592627,4.874133e-05,-0.0028446068,7.462968e-05,4.977362e-05,0.0013075562,0.00019679267
TCGA-DE-A4MB-01A,-0.00048560713,0.0012020656,-9.072786e-05,-0.00058168825,-3.4128698e-05,-6.59441e-05,-9.4043105e-05,-0.00023870134,5.119317e-06,-2.0568978e-05,-2.9927369e-05,-0.0011562757,-3.5419296e-05,-0.0005564362,-0.001114383,0.0007670918,-0.0007033939,0.00042220933,-1.9642992e-05,0.00016968677,4.6753903e-05,-0.0030143051,7.586104e-05,6.5544424e-05,0.0007238454,0.00021094088
TCGA-DE-A69J-01A,-0.00037054438,0.0008982409,-9.0380985e-05,-0.0009962248,-7.612175e-06,-5.7777357e-05,6.4717824e-05,-0.0002695176,5.0205463e-06,-4.6562465e-05,-0.00016053669,-0.0006903909,-5.317264e-05,-0.000527759,-0.002043248,0.0025337455,-0.00046643318,0.00029000343,6.279397e-05,0.00017923054,5.4906457e-05,-0.0030448237,7.778506e-05,0.0001834145,0.0011437341,0.00015445573
TCGA-DJ-A13L-01A,-0.00032195874,0.0010349933,-0.00014912349,-0.0006254989,-2.2216975e-05,-7.0198614e-05,-0.00012977069,-0.00015969753,4.637114e-06,-3.1307227e-05,-0.0001652153,-0.00082121155,-3.915338e-05,-0.0007433789,-0.0013096177,0.0017866475,-0.00060956803,0.00027870398,-2.1112854e-05,0.00017296155,4.898251e-05,-0.0029763468,7.3970914e-05,2.2786866e-05,0.0011901244,0.00015125521
TCGA-DJ-A13M-01A,-0.0004623249,0.0006100622,-0.00017869205,-0.0009812257,0.000119545286,-5.1304516e-05,-4.1007945e-05,-0.00032557224,2.9255493e-06,-6.429077e-05,-0.00011833737,-0.0006308295,-1.2610962e-05,-0.00044348408,-0.0014296266,-0.0011100988,-0.00056613877,0.0005998874,0.00010607479,0.00019184296,5.2818363e-05,-0.0030649223,6.439912e-05,0.0001423853,0.0010706264,0.00018451108
TCGA-DJ-A13S-01A,-0.0003946868,-8.4734995e-05,-0.00015434656,-0.000672508,3.651421e-05,-5.612229e-05,8.2249295e-05,-0.00026384558,3.3605643e-06,-2.2170203e-05,-0.00014151272,-0.00065009086,-1.7987451e-05,-0.00048149802,-0.0009799454,0.00035613796,-0.0006608881,0.00038964787,7.2054114e-05,0.00018098993,4.7440604e-05,-0.0032113774,6.705442e-05,0.00019287651,0.0012017813,0.00017894979
TCGA-DJ-A1QD-01A,-0.00041533235,0.001444648,-6.7820736e-05,-0.00048918044,1.0206199e-05,-5.3552696e-05,-0.00012340915,-0.0002600679,4.99385e-06,-1.944997e-05,-9.459033e-05,-0.001183963,-5.2717107e-05,-0.00052848173,-0.0015319055,0.0027342783,-0.000496541,0.00029547,-3.8218735e-05,0.00017612413,5.369204e-05,-0.0030525986,7.51128e-05,0.00011326338,0.0011160284,0.0002343061
TCGA-DJ-A1QL-01A,-0.00049419655,-0.0005919483,-7.977533e-05,-0.001113233,5.2974086e-05,-5.6029607e-05,-0.0002690372,-0.00026864192,3.1176237e-06,-6.306643e-05,-0.00014195983,-0.0007319745,-7.571651e-05,-0.00049214036,-0.0012303843,0.002837292,-0.00065822556,0.00024078006,7.004883e-05,0.00018924511,5.6047807e-05,-0.003043819,7.403651e-05,-4.684384e-06,0.0010433928,0.0002232984
TCGA-DJ-A1QN-01A,-0.00037756743,3.934989e-05,-7.73045e-05,-0.00084036327,-1.2243632e-05,-6.409088e-05,-0.00020084894,-0.0002466654,4.638499e-06,-5.026597e-05,-0.0001647046,-0.0011374884,-6.5196306e-05,-0.00057655404,-0.0013007997,0.003846255,-0.0008409103,0.00032197704,6.0954873e-05,0.00017388539,4.6493948e-05,-0.0030054206,7.793664e-05,0.00010306939,0.0013101338,0.00025000362
TCGA-DJ-A2PN-01A,-0.00040970554,0.0009766449,-8.716407e-05,-0.0006559791,5.6693552e-06,-4.984286e-05,-0.000220422,-0.00021909633,4.8820057e-06,-3.0901418e-05,-0.00014793462,-0.0010405862,-7.490282e-05,-0.000557897,-0.0017145821,0.0017938175,-0.00061280647,0.00033150712,-9.542011e-06,0.00017453604,5.6538738e-05,-0.0030437475,8.0301215e-05,9.715297e-07,0.0011470921,0.0003062369
TCGA-DJ-A2PO-01A,-0.00039975854,0.0010838038,-8.143248e-05,-0.0008539885,-9.067156e-06,-6.291459e-05,-0.0001962456,-0.00026874678,4.740555e-06,-2.9596933e-05,-0.00017245495,-0.0007363201,-6.558756e-05,-0.0006228353,-0.0013983607,0.0027761157,-0.00032499887,0.00026956765,5.7293157e-05,0.00018003151,5.066271e-05,-0.003037266,7.759577e-05,9.582358e-05,0.0013828472,0.00018842064
TCGA-DJ-A2PQ-01A,-0.000456279,0.0006314424,-9.490969e-05,-0.0009975936,-1.32592395e-05,-5.1091243e-05,-0.0001415562,-0.00021163194,4.974063e-06,-5.5833225e-05,-0.00016430859,-0.0013208918,-5.074009e-05,-0.00055691367,-0.0013141027,0.0018228423,-0.00048481292,0.00029505673,6.083463e-05,0.00016860961,5.7982234e-05,-0.0030589208,7.6516604e-05,0.00022256048,0.0012267095,0.00018714477
TCGA-DJ-A2PR-01A,-0.0004125539,0.0012991608,-4.0639272e-05,-0.0008657431,-2.4359206e-05,-5.2067477e-05,-0.0001327123,-0.00027100998,5.045305e-06,-4.2837935e-05,-0.00014685823,-0.0006034566,-6.847628e-05,-0.0005813493,-0.0020618392,0.0022525305,-0.0003916415,0.00023862021,-2.4190786e-06,0.00016747139,5.133933e-05,-0.0030735778,8.7263266e-05,0.00019796503,0.0011986131,0.00020811633
TCGA-DJ-A2PW-01A,-0.00023779341,-2.4825671e-05,-0.000105599414,-0.0005607105,1.8769633e-05,-7.4153635e-05,-0.00022493818,-0.0002785707,4.7730014e-06,-3.395895e-05,-0.00012983661,-0.0008933155,-3.4494708e-05,-0.00058863737,-0.0015186602,0.004183232,-0.00041986656,0.00035983737,2.6054451e-05,0.00018928017,4.6181514e-05,-0.0030882629,7.47113e-05,0.00026402532,0.0013211983,0.0002678064
TCGA-DJ-A2Q1-01A,-0.00010139888,-0.00028612328,-0.00015479674,-0.000612618,1.6947049e-06,-7.0514034e-05,-4.0894727e-05,-0.00018495752,5.8026976e-06,-3.3398865e-05,1.230499e-05,-0.0009283775,-3.0972402e-05,-0.0005306242,-0.0013032281,0.00037474398,-0.00038067656,0.00039943264,4.917857e-06,0.00017170128,4.312719e-05,-0.003186294,6.552851e-05,-7.745466e-05,0.0011262345,6.44693e-05
TCGA-DJ-A2Q2-01A,-0.00043749253,-0.0002302083,-8.006382e-05,-0.0009178308,0.00010131808,-5.1136387e-05,-0.000103957136,-0.00021536836,3.229787e-06,-3.28059e-05,-0.00015400318,-0.001364812,-4.6470996e-05,-0.0005707844,-0.0009305025,0.002561502,-0.00039318245,0.00044405198,6.330762e-06,0.0001674247,5.7217247e-05,-0.0031355505,6.980976e-05,-0.00017708587,0.0011924256,0.00023208279
TCGA-DJ-A2Q7-01A,-0.00046265,0.00042177006,-0.00013766192,-0.00091164216,3.971718e-06,-5.937219e-05,-0.00024476871,-0.0002089485,4.7360118e-06,-5.061503e-05,-0.00017016166,-0.0010620866,-2.9201596e-05,-0.000625799,-0.0013481036,0.0019189591,-0.00056614314,0.00027623947,0.000112924106,0.00018302069,5.1343864e-05,-0.0030012254,7.6237186e-05,0.00016475303,0.0013718089,0.00025087653
TCGA-DJ-A2Q7-01A,-0.00046265,0.00042177006,-0.00013766192,-0.00091164216,3.971718e-06,-5.937219e-05,-0.00024476871,-0.0002089485,4.7360118e-06,-5.061503e-05,-0.00017016166,-0.0010620866,-2.9201596e-05,-0.000625799,-0.0013481036,0.0019189591,-0.00056614314,0.00027623947,0.000112924106,0.00018302069,5.1343864e-05,-0.0030012254,7.6237186e-05,0.00016475303,0.0013718089,0.00025087653
TCGA-DJ-A2QA-01A,-0.00034834736,-0.0015443434,-0.0001637427,-0.0011617042,2.843501e-05,-7.56957e-05,-9.0156725e-05,-0.0003772231,3.5439705e-06,-4.5346587e-05,-0.0001160421,-0.0008148008,-4.432242e-05,-0.00041260212,-0.0014865648,0.00035041137,-0.00020771871,0.00052594044,6.292564e-05,0.00016561916,5.173192e-05,-0.0032192387,6.0519735e-05,6.143157e-05,0.001265969,0.0001377217
TCGA-DJ-A2QA-01A,-0.00034834736,-0.0015443434,-0.0001637427,-0.0011617042,2.843501e-05,-7.56957e-05,-9.0156725e-05,-0.0003772231,3.5439705e-06,-4.5346587e-05,-0.0001160421,-0.0008148008,-4.432242e-05,-0.00041260212,-0.0014865648,0.00035041137,-0.00020771871,0.00052594044,6.292564e-05,0.00016561916,5.173192e-05,-0.0032192387,6.0519735e-05,6.143157e-05,0.001265969,0.0001377217
TCGA-DJ-A2QB-01A,-0.00039463805,0.0007278142,-0.00017832477,-0.00056361634,0.00013988891,-5.550547e-05,-9.477348e-05,-0.00012505366,2.7612189e-06,-3.05646e-05,-0.00015456554,-0.00094687083,-1.7237375e-05,-0.0004732433,-0.001470924,-0.0018915823,-0.00039717893,0.00060328346,4.0405655e-05,0.0001879994,5.199571e-05,-0.0033442338,6.747344e-05,5.269608e-05,0.001144122,0.0001287164
TCGA-DJ-A3UN-01A,-0.00043777912,0.0007866356,-0.00012186788,-0.00083875976,-8.938472e-06,-5.1893127e-05,-0.00021279322,-0.00022119582,4.6610794e-06,-4.72382e-05,-0.00017288633,-0.0012933052,-4.4436347e-05,-0.00055985944,-0.0013597746,0.0017911087,-0.0006220596,0.00025448186,1.8366873e-05,0.00018170655,5.3003085e-05,-0.0029615937,7.63511e-05,0.00010971706,0.0013337049,0.00022005709
TCGA-DJ-A3UP-01A,-0.00048104578,0.00096283533,-8.2777246e-05,-0.00083087577,5.730383e-05,-5.140617e-05,-0.00021087189,-0.00023902376,4.823166e-06,-5.0895273e-05,-0.00015170446,-0.00095870096,-7.0355345e-05,-0.0006223665,-0.0010025313,0.0027609372,-0.0006615929,0.00037436478,0.000105005034,0.00017629159,5.9612237e-05,-0.0029528388,6.927921e-05,0.00015788572,0.0010879108,0.0001991508
TCGA-DJ-A3UY-01A,-0.00047544466,0.0011117415,-9.590701e-05,-0.00073007296,3.097586e-05,-5.9021517e-05,-0.00018331406,-0.00022626099,4.5418465e-06,-3.114768e-05,-0.00016632087,-0.0011366857,-5.7967143e-05,-0.0005917781,-0.0017114653,0.0017311904,-0.00046899685,0.00027522002,5.0587355e-06,0.00018218589,5.4284978e-05,-0.0029681737,7.692318e-05,9.3163006e-05,0.0012651238,0.00023425744
TCGA-DJ-A3VB-01A,-0.00040887136,-0.00014713428,-0.00015724069,-0.00058841775,2.299485e-05,-6.983789e-05,-3.2115193e-05,-0.000258631,4.3396194e-06,-3.374927e-05,-0.00010488134,-0.0007676614,-5.0199025e-05,-0.00044559056,-0.0011314774,0.00047299656,-0.00060596,0.00049418677,2.4382764e-05,0.00018113237,5.4355416e-05,-0.0030581483,7.0594295e-05,-3.8340237e-05,0.0012338444,0.00013760221
TCGA-DJ-A3VJ-01A,-0.00038855785,0.00035597658,-0.000120481745,-0.00097385835,-4.93442e-06,-6.292298e-05,-3.8274822e-05,-0.00026088124,4.4014078e-06,-5.1449973e-05,-0.00015975093,-0.0009537333,-4.4263266e-05,-0.00066379947,-0.0017707131,0.00296063,-0.00082432094,0.00033333467,1.566482e-05,0.00018821114,5.3323056e-05,-0.0028479001,7.918429e-05,0.000193247,0.0013677024,0.00026932653
TCGA-DJ-A4V2-01A,-0.00041615512,0.001439838,-8.134909e-05,-0.00070951576,1.0019666e-05,-5.906263e-05,-0.00018141136,-0.0002712449,4.817351e-06,-2.7890503e-05,-0.00013598817,-0.0006284692,-7.2297014e-05,-0.000570439,-0.0012442264,0.0015073152,-0.00067226915,0.00028544175,6.2447143e-06,0.00017337377,5.349553e-05,-0.003027072,7.846044e-05,5.554256e-05,0.0011635405,0.00019630739
TCGA-DO-A1K0-01A,-0.00041708193,0.0012306315,-7.2467185e-05,-0.0007101703,-1.4334925e-06,-5.6102417e-05,-0.00011052404,-0.00028261938,4.9464493e-06,-2.3499731e-05,-0.00016845178,-0.00092888187,-6.101515e-05,-0.0004989686,-0.0013707585,0.0019569907,-0.0006673651,0.0003049581,6.0718074e-05,0.00017252298,5.465197e-05,-0.0029759614,7.895684e-05,0.00016797436,0.001190204,0.00013523216
TCGA-E3-A3DZ-01A,-0.00051281037,0.0008150397,-4.1130766e-05,-0.0011712189,2.9328612e-05,-5.2485273e-05,-0.00015164736,-0.00028045056,3.3994997e-06,-6.1061015e-05,-0.00016093538,-0.0009744957,-5.808381e-05,-0.000572278,-0.0012215585,0.00060824235,-0.0010505671,0.0003576198,0.000107121734,0.00018764881,5.9261867e-05,-0.0030450423,7.612041e-05,1.6581662e-05,0.0011020419,0.00029076388
TCGA-E3-A3E2-01A,-0.00047387308,9.635731e-05,-0.00012949215,-0.0011133162,1.2537668e-05,-7.3327836e-05,-0.00025216799,-0.00025598373,4.478146e-06,-4.6007575e-05,-0.00015420622,-0.001252966,-5.0148614e-05,-0.0006928741,-0.0013389556,0.002722968,-0.00064225856,0.00024555475,7.1867245e-05,0.00019122208,5.228266e-05,-0.0029505612,8.122998e-05,0.000112538204,0.0012188663,0.0002290263
TCGA-E3-A3E5-01A,-0.0004359715,0.00032495285,-0.00012357355,-0.00097356,-6.576813e-06,-6.232572e-05,-0.00024185736,-0.00022289924,4.5620563e-06,-4.088438e-05,-0.00015246947,-0.0014946003,-3.4511537e-05,-0.0004899377,-0.0013221661,-0.00042676672,-0.00097652833,0.00033154487,5.491646e-05,0.00017088233,5.258179e-05,-0.003034362,7.165013e-05,0.00014799142,0.0012989696,0.0002230961
TCGA-E8-A2JQ-01A,-0.00044270154,0.00010369418,-0.00014299851,-0.000796944,-1.9998615e-05,-7.108582e-05,-9.8137745e-05,-0.0003011008,3.7519806e-06,-9.786833e-06,-0.00016360379,-0.0007432759,-3.8532602e-05,-0.0006670949,-0.0013576251,9.852741e-05,-0.00076109025,0.0002658309,1.5762673e-05,0.00017421952,5.1234478e-05,-0.0030161429,7.935577e-05,-0.00016734331,0.0011086746,0.00017252668
TCGA-E8-A2JQ-01A,-0.00044270154,0.00010369418,-0.00014299851,-0.000796944,-1.9998615e-05,-7.108582e-05,-9.8137745e-05,-0.0003011008,3.7519806e-06,-9.786833e-06,-0.00016360379,-0.0007432759,-3.8532602e-05,-0.0006670949,-0.0013576251,9.852741e-05,-0.00076109025,0.0002658309,1.5762673e-05,0.00017421952,5.1234478e-05,-0.0030161429,7.935577e-05,-0.00016734331,0.0011086746,0.00017252668
